time_sec,frame_id,x,y,z,qx,qy,qz,qw,used_for_decision,detector_mode
1.5,odom,1.7260391869280417e-05,7.844891723577018e-06,3.1,0.0,0.0,0.0,1.0,false,lidar
1.6,odom,0.0003296253010626873,0.00014981553233391705,3.1062713685649204,0.0,0.0,0.0,1.0,false,lidar
1.7000000000000002,odom,0.0012287176613018933,0.0005584552821721066,3.1166716975442026,0.0,0.0,0.0,1.0,false,lidar
1.8,odom,0.0026439353534271587,0.0012016752996603962,3.1304022792362787,0.0,0.0,0.0,1.0,false,lidar
1.9000000000000001,odom,0.0045176736560661925,0.002053294093361354,3.1470178523312002,0.0,0.0,0.0,1.0,false,lidar
2.0,odom,0.0068375141924777805,0.0031076674796634354,3.166437139967809,0.0,0.0,0.0,1.0,false,lidar
2.1,odom,0.009490609934175897,0.00431350619894235,3.187700901726112,0.0,0.0,0.0,1.0,false,lidar
2.2,odom,0.012560909865097477,0.005708965276546102,3.211462152122171,0.0,0.0,0.0,1.0,false,lidar
2.3000000000000003,odom,0.01598535398891727,0.007265383784785057,3.237146453678869,0.0,0.0,0.0,1.0,false,lidar
2.4000000000000004,odom,0.019688195237137218,0.008948334489605416,3.2641084951876373,0.0,0.0,0.0,1.0,false,lidar
2.5,odom,0.023626105567118052,0.010738124686132614,3.2919652413731604,0.0,0.0,0.0,1.0,false,lidar
2.6,odom,0.027896780959205905,0.012679157444322787,3.321324540800123,0.0,0.0,0.0,1.0,false,lidar
2.7,odom,0.03255185326457605,0.014794899571015024,3.3524049558969,0.0,0.0,0.0,1.0,false,lidar
2.8000000000000003,odom,0.03741584163631539,0.017005594577826924,3.3838884006141563,0.0,0.0,0.0,1.0,false,lidar
2.9000000000000004,odom,0.042538369712759615,0.01933379653378685,3.4,0.0,0.0,0.0,1.0,false,lidar
3.0,odom,0.047942775857189306,0.021790112783983986,3.4,0.0,0.0,0.0,1.0,false,lidar
3.1,odom,0.053607239494286016,0.024364625821793516,3.4,0.0,0.0,0.0,1.0,false,lidar
3.2,odom,0.05956721303649222,0.027073448858262652,3.4,0.0,0.0,0.0,1.0,false,lidar
3.3000000000000003,odom,0.06573246886420865,0.02987557321226804,3.4,0.0,0.0,0.0,1.0,false,lidar
3.4000000000000004,odom,0.07200811274714702,0.03272786921633547,3.4,0.0,0.0,0.0,1.0,false,lidar
3.5,odom,0.07844109251578713,0.03565167477805993,3.4,0.0,0.0,0.0,1.0,false,lidar
3.6,odom,0.08504997463474312,0.03865542840252788,3.4,0.0,0.0,0.0,1.0,false,lidar
3.7,odom,0.09170651907279787,0.04168084467147509,3.4,0.0,0.0,0.0,1.0,false,lidar
3.8000000000000003,odom,0.0986241356206809,0.04482491887409812,3.4,0.0,0.0,0.0,1.0,false,lidar
3.9000000000000004,odom,0.10556129672484661,0.04797787612694288,3.4,0.0,0.0,0.0,1.0,false,lidar
4.0,odom,0.1126227045352533,0.05118730382175925,3.4,0.0,0.0,0.0,1.0,false,lidar
4.1000000000000005,odom,0.11975948171889245,0.05443098708717706,3.4,0.0,0.0,0.0,1.0,false,lidar
4.2,odom,0.12688185517873812,0.05766812382373155,3.4,0.0,0.0,0.0,1.0,false,lidar
4.300000000000001,odom,0.13402084673001258,0.06091281352483638,3.4,0.0,0.0,0.0,1.0,false,lidar
4.4,odom,0.1414153247104603,0.06427362245364329,3.4,0.0,0.0,0.0,1.0,false,lidar
4.5,odom,0.14873255874300592,0.06759932381292458,3.4,0.0,0.0,0.0,1.0,false,lidar
4.6000000000000005,odom,0.15617276700891378,0.07098091727203962,3.4,0.0,0.0,0.0,1.0,false,lidar
4.7,odom,0.16343995908719414,0.07428387443664466,3.4,0.0,0.0,0.0,1.0,false,lidar
4.800000000000001,odom,0.1709886241092675,0.07771476176551805,3.4,0.0,0.0,0.0,1.0,false,lidar
4.9,odom,0.17843944683114385,0.0811011795216948,3.4,0.0,0.0,0.0,1.0,false,lidar
5.0,odom,0.1859142663565782,0.08449850388573102,3.4,0.0,0.0,0.0,1.0,false,lidar
5.1000000000000005,odom,0.19332538920687342,0.08786687794994656,3.4,0.0,0.0,0.0,1.0,false,lidar
5.2,odom,0.20062680284133108,0.09118538889831633,3.4,0.0,0.0,0.0,1.0,false,lidar
5.300000000000001,odom,0.20811344270578586,0.09458808563630783,3.4,0.0,0.0,0.0,1.0,false,lidar
5.4,odom,0.21569988764093834,0.09803614403115089,3.4,0.0,0.0,0.0,1.0,false,lidar
5.5,odom,0.22338529849410702,0.10152918268583042,3.4,0.0,0.0,0.0,1.0,false,lidar
5.6000000000000005,odom,0.2309545968327004,0.10496944790920594,3.4,0.0,0.0,0.0,1.0,false,lidar
5.7,odom,0.23844804132900557,0.1083752373695709,3.4,0.0,0.0,0.0,1.0,false,lidar
5.800000000000001,odom,0.24607859154602674,0.1118433417264823,3.4,0.0,0.0,0.0,1.0,false,lidar
5.9,odom,0.25350217914985335,0.11521738105267784,3.4,0.0,0.0,0.0,1.0,false,lidar
6.0,odom,0.26101753958923973,0.11863313136455775,3.4,0.0,0.0,0.0,1.0,false,lidar
6.1000000000000005,odom,0.26879705055672054,0.12216893875899422,3.4,0.0,0.0,0.0,1.0,false,lidar
6.2,odom,0.2764970803211931,0.12566862174580629,3.4,0.0,0.0,0.0,1.0,false,lidar
6.300000000000001,odom,0.284116137288025,0.12913150239146065,3.4,0.0,0.0,0.0,1.0,false,lidar
6.4,odom,0.29173931445394974,0.13259625567801706,3.4,0.0,0.0,0.0,1.0,false,lidar
6.5,odom,0.29945254805047816,0.13610193983986507,3.4,0.0,0.0,0.0,1.0,false,lidar
6.6000000000000005,odom,0.3071263440956646,0.13958969953496395,3.4,0.0,0.0,0.0,1.0,false,lidar
6.7,odom,0.3146734355843409,0.1430198716889318,3.4,0.0,0.0,0.0,1.0,false,lidar
6.800000000000001,odom,0.32243867406947246,0.14654919220407123,3.4,0.0,0.0,0.0,1.0,false,lidar
6.9,odom,0.3300338469466712,0.1500012174706313,3.4,0.0,0.0,0.0,1.0,false,lidar
7.0,odom,0.3376305628761659,0.15345394405836071,3.4,0.0,0.0,0.0,1.0,false,lidar
7.1000000000000005,odom,0.34518534184188376,0.15688761019007344,3.4,0.0,0.0,0.0,1.0,false,lidar
7.2,odom,0.3528709566851264,0.16038074155875914,3.4,0.0,0.0,0.0,1.0,false,lidar
7.300000000000001,odom,0.36047160050190125,0.16383525338118296,3.4,0.0,0.0,0.0,1.0,false,lidar
7.4,odom,0.3683330600518761,0.16740830661345785,3.4,0.0,0.0,0.0,1.0,false,lidar
7.500000000000001,odom,0.3759803654241729,0.1708840262307833,3.4,0.0,0.0,0.0,1.0,false,lidar
7.6000000000000005,odom,0.38375846703471905,0.1744191930689326,3.4,0.0,0.0,0.0,1.0,false,lidar
7.7,odom,0.39110463163156567,0.17775804344279864,3.4,0.0,0.0,0.0,1.0,false,lidar
7.800000000000001,odom,0.3987528218529316,0.18123416522626248,3.4,0.0,0.0,0.0,1.0,false,lidar
7.9,odom,0.406315004220839,0.18467119622297806,3.4,0.0,0.0,0.0,1.0,false,lidar
8.0,odom,0.41409395494461027,0.18820674898523265,3.4,0.0,0.0,0.0,1.0,false,lidar
8.1,odom,0.42170093891729754,0.19166414242453866,3.4,0.0,0.0,0.0,1.0,false,lidar
8.200000000000001,odom,0.42948148459891455,0.19520042009916408,3.4,0.0,0.0,0.0,1.0,false,lidar
8.3,odom,0.4372199220878273,0.1987175594937951,3.4,0.0,0.0,0.0,1.0,false,lidar
8.4,odom,0.4449158126755369,0.20221536121430803,3.4,0.0,0.0,0.0,1.0,false,lidar
8.5,odom,0.4525687759549229,0.2056936523647048,3.4,0.0,0.0,0.0,1.0,false,lidar
8.600000000000001,odom,0.46022185098368934,0.2091719943054763,3.4,0.0,0.0,0.0,1.0,false,lidar
8.700000000000001,odom,0.4677882869888145,0.21261095859105777,3.4,0.0,0.0,0.0,1.0,false,lidar
8.8,odom,0.4754843669612454,0.21610884638740518,3.4,0.0,0.0,0.0,1.0,false,lidar
8.9,odom,0.4831374982672995,0.2195872139063475,3.4,0.0,0.0,0.0,1.0,false,lidar
9.0,odom,0.4908774621830324,0.22310504706582404,3.4,0.0,0.0,0.0,1.0,false,lidar
9.100000000000001,odom,0.49853131872810363,0.2265837442077337,3.4,0.0,0.0,0.0,1.0,false,lidar
9.200000000000001,odom,0.5061851826166543,0.23006244468727272,3.4,0.0,0.0,0.0,1.0,false,lidar
9.3,odom,0.5136221882027555,0.23344258252032335,3.4,0.0,0.0,0.0,1.0,false,lidar
9.4,odom,0.5212746965240582,0.23692066689112404,3.4,0.0,0.0,0.0,1.0,false,lidar
9.5,odom,0.5288840091697669,0.24037911871820242,3.4,0.0,0.0,0.0,1.0,false,lidar
9.600000000000001,odom,0.5363197381593576,0.2437586763349101,3.4,0.0,0.0,0.0,1.0,false,lidar
9.700000000000001,odom,0.5441445229521701,0.24731506079737148,3.4,0.0,0.0,0.0,1.0,false,lidar
9.8,odom,0.55197074978478,0.2508721006705634,3.4,0.0,0.0,0.0,1.0,false,lidar
9.9,odom,0.5594078799360316,0.2542522951187888,3.4,0.0,0.0,0.0,1.0,false,lidar
10.0,odom,0.5671038685486482,0.25775014139187163,3.4,0.0,0.0,0.0,1.0,false,lidar
10.100000000000001,odom,0.5747135554093016,0.26120876330058984,3.4,0.0,0.0,0.0,1.0,false,lidar
10.200000000000001,odom,0.5823230755047517,0.26466730941410155,3.4,0.0,0.0,0.0,1.0,false,lidar
10.3,odom,0.5898457164400528,0.2680863687297745,3.4,0.0,0.0,0.0,1.0,false,lidar
10.4,odom,0.5976278669090325,0.2716233757843132,3.4,0.0,0.0,0.0,1.0,false,lidar
10.5,odom,0.6051075051083699,0.2750228902478144,3.4,0.0,0.0,0.0,1.0,false,lidar
10.600000000000001,odom,0.6127596222492163,0.2785007968261054,3.4,0.0,0.0,0.0,1.0,false,lidar
10.700000000000001,odom,0.6204553235127781,0.28199851249831154,3.4,0.0,0.0,0.0,1.0,false,lidar
10.8,odom,0.6281081286812209,0.28547673178688515,3.4,0.0,0.0,0.0,1.0,false,lidar
10.9,odom,0.6357610714860785,0.28895501363156106,3.4,0.0,0.0,0.0,1.0,false,lidar
11.0,odom,0.6435008725456627,0.2924727727725062,3.4,0.0,0.0,0.0,1.0,false,lidar
11.100000000000001,odom,0.6511112199106921,0.2959316948821334,3.4,0.0,0.0,0.0,1.0,false,lidar
11.200000000000001,odom,0.658677952065845,0.29937079376865106,3.4,0.0,0.0,0.0,1.0,false,lidar
11.3,odom,0.6662008321653932,0.3027899617850747,3.4,0.0,0.0,0.0,1.0,false,lidar
11.4,odom,0.673853110813913,0.3062679417690113,3.4,0.0,0.0,0.0,1.0,false,lidar
11.5,odom,0.6814622264222817,0.3097263040421245,3.4,0.0,0.0,0.0,1.0,false,lidar
11.600000000000001,odom,0.6891579749303238,0.3132240411870665,3.4,0.0,0.0,0.0,1.0,false,lidar
11.700000000000001,odom,0.6967240887238376,0.3166628590266565,3.4,0.0,0.0,0.0,1.0,false,lidar
11.8,odom,0.704419887084189,0.3201606188295984,3.4,0.0,0.0,0.0,1.0,false,lidar
11.9,odom,0.7119860442471937,0.32359945638072873,3.4,0.0,0.0,0.0,1.0,false,lidar
12.0,odom,0.7196385168156819,0.32707752450178423,3.4,0.0,0.0,0.0,1.0,false,lidar
12.100000000000001,odom,0.7273345348110694,0.3305753841294073,3.4,0.0,0.0,0.0,1.0,false,lidar
12.100000000000001,odom,0.7350309877064041,0.3340734414201559,3.4,0.0,0.0,0.0,1.0,false,lidar
12.3,odom,0.7427278233733066,0.33757167268154914,3.4,0.0,0.0,0.0,1.0,false,lidar
12.4,odom,0.7504683688903901,0.3410897701803098,3.4,0.0,0.0,0.0,1.0,false,lidar
12.5,odom,0.758035985621617,0.34452927110888615,3.4,0.0,0.0,0.0,1.0,false,lidar
12.600000000000001,odom,0.7656897587061026,0.348007930317751,3.4,0.0,0.0,0.0,1.0,false,lidar
12.700000000000001,odom,0.7733869286069611,0.3515063134893237,3.4,0.0,0.0,0.0,1.0,false,lidar
12.8,odom,0.7809108978847596,0.35492597654001756,3.4,0.0,0.0,0.0,1.0,false,lidar
12.9,odom,0.788607524034986,0.3584241125755523,3.4,0.0,0.0,0.0,1.0,false,lidar
13.0,odom,0.796347885016222,0.3619421262023026,3.4,0.0,0.0,0.0,1.0,false,lidar
13.100000000000001,odom,0.8039587192410954,0.3654012695909581,3.4,0.0,0.0,0.0,1.0,false,lidar
13.200000000000001,odom,0.8116126267852308,0.3688799899120717,3.4,0.0,0.0,0.0,1.0,false,lidar
13.3,odom,0.8193532902094385,0.3723981409999137,3.4,0.0,0.0,0.0,1.0,false,lidar
13.4,odom,0.827007763052906,0.37587711825100123,3.4,0.0,0.0,0.0,1.0,false,lidar
13.5,odom,0.8345754241072785,0.37931663932456194,3.4,0.0,0.0,0.0,1.0,false,lidar
13.600000000000001,odom,0.8422292380907059,0.3827953171220919,3.4,0.0,0.0,0.0,1.0,false,lidar
13.700000000000001,odom,0.8500131920489882,0.386333143867077,3.4,0.0,0.0,0.0,1.0,false,lidar
13.8,odom,0.8576678682700232,0.38981221355378004,3.4,0.0,0.0,0.0,1.0,false,lidar
13.9,odom,0.8654092169530884,0.3933306760935046,3.4,0.0,0.0,0.0,1.0,false,lidar
14.0,odom,0.8730642864673731,0.3968099245329866,3.4,0.0,0.0,0.0,1.0,false,lidar
14.100000000000001,odom,0.8807192261758295,0.400289113975391,3.4,0.0,0.0,0.0,1.0,false,lidar
14.200000000000001,odom,0.8884174308236663,0.40378796744207407,3.4,0.0,0.0,0.0,1.0,false,lidar
14.3,odom,0.8960290506742128,0.4072474678995842,3.4,0.0,0.0,0.0,1.0,false,lidar
14.4,odom,0.9035535227997822,0.4106673594958605,3.4,0.0,0.0,0.0,1.0,false,lidar
14.500000000000002,odom,0.9112072321178102,0.4141459897227044,3.4,0.0,0.0,0.0,1.0,false,lidar
14.600000000000001,odom,0.9188609758750353,0.41762463560225227,3.4,0.0,0.0,0.0,1.0,false,lidar
14.700000000000001,odom,0.9264280049011178,0.4210638694173553,3.4,0.0,0.0,0.0,1.0,false,lidar
14.8,odom,0.9342547367614731,0.42462113882693403,3.4,0.0,0.0,0.0,1.0,false,lidar
14.9,odom,0.9418658013077488,0.4280803868972499,3.4,0.0,0.0,0.0,1.0,false,lidar
15.000000000000002,odom,0.9494765407046729,0.4315394871863634,3.4,0.0,0.0,0.0,1.0,false,lidar
15.100000000000001,odom,0.9571737401577312,0.4350378837894828,3.4,0.0,0.0,0.0,1.0,false,lidar
15.200000000000001,odom,0.9649579868471349,0.43857584358149837,3.4,0.0,0.0,0.0,1.0,false,lidar
15.3,odom,0.9726562980287587,0.44207474546806047,3.4,0.0,0.0,0.0,1.0,false,lidar
15.4,odom,0.980441534750646,0.44561315523234335,3.4,0.0,0.0,0.0,1.0,false,lidar
15.500000000000002,odom,0.9881407070560038,0.44911244850181625,3.4,0.0,0.0,0.0,1.0,false,lidar
15.600000000000001,odom,0.995666400326042,0.45253289511133876,3.4,0.0,0.0,0.0,1.0,false,lidar
15.700000000000001,odom,1.0034947214114847,0.4560908868277398,3.4,0.0,0.0,0.0,1.0,false,lidar
15.8,odom,1.0111505295759387,0.4595704709855913,3.4,0.0,0.0,0.0,1.0,false,lidar
15.9,odom,1.0188061219050664,0.4630499570457394,3.4,0.0,0.0,0.0,1.0,false,lidar
16.0,odom,1.0264615245001092,0.4665293568712636,3.4,0.0,0.0,0.0,1.0,false,lidar
16.1,odom,1.0342035233078597,0.47004811489430853,3.4,0.0,0.0,0.0,1.0,false,lidar
16.2,odom,1.0419025453384336,0.47354733986351283,3.4,0.0,0.0,0.0,1.0,false,lidar
16.3,odom,1.0495582631204161,0.47702688294230433,3.4,0.0,0.0,0.0,1.0,false,lidar
16.400000000000002,odom,1.0571270107522452,0.48046689786806324,3.4,0.0,0.0,0.0,1.0,false,lidar
16.5,odom,1.06482517541123,0.483965733159719,3.4,0.0,0.0,0.0,1.0,false,lidar
16.6,odom,1.07265366375612,0.4875238008959597,3.4,0.0,0.0,0.0,1.0,false,lidar
16.7,odom,1.0802662314685971,0.4909837321591065,3.4,0.0,0.0,0.0,1.0,false,lidar
16.8,odom,1.0878782961464903,0.4944434347917717,3.4,0.0,0.0,0.0,1.0,false,lidar
16.900000000000002,odom,1.0954899184128934,0.4979029363472941,3.4,0.0,0.0,0.0,1.0,false,lidar
17.0,odom,1.1032746626495973,0.5014411222758196,3.4,0.0,0.0,0.0,1.0,false,lidar
17.1,odom,1.1107564991065284,0.5048416358529499,3.4,0.0,0.0,0.0,1.0,false,lidar
17.200000000000003,odom,1.1184539820982937,0.5083401613251226,3.4,0.0,0.0,0.0,1.0,false,lidar
17.3,odom,1.1261517318139602,0.5118388080239916,3.4,0.0,0.0,0.0,1.0,false,lidar
17.400000000000002,odom,1.133762961047581,0.5152981309451243,3.4,0.0,0.0,0.0,1.0,false,lidar
17.5,odom,1.1414606004712244,0.5187967275159855,3.4,0.0,0.0,0.0,1.0,false,lidar
