trial_id,first_pointcloud_time_sec,first_lidar_filter_done_time_sec,first_lidar_target_ok_time_sec,first_dynamic_lock_true_time_sec,first_object_mission_goal_time_sec,first_active_nav_goal_time_sec,first_active_target_nav_goal_time_sec,first_approach_state_time_sec,first_nonzero_cmd_vel_time_sec,first_nonzero_cmd_after_target_goal_time_sec,first_odom_motion_after_target_goal_time_sec,pointcloud_to_lidar_target_ok_ms,lidar_target_ok_to_dynamic_lock_ms,dynamic_lock_to_object_mission_goal_ms,object_mission_goal_to_active_nav_goal_ms,object_mission_goal_to_active_target_nav_goal_ms,active_nav_goal_to_approach_state_ms,active_nav_goal_to_first_cmd_vel_ms,active_target_nav_goal_to_cmd_vel_ms,active_target_nav_goal_to_odom_motion_ms,lidar_target_ok_to_first_cmd_vel_ms,lidar_target_ok_to_first_target_cmd_vel_ms,pointcloud_to_object_mission_goal_ms
codex_spatial_lidar_2bird_fix_20260608_221727_seed531,2.0,2.1,2.1,2.9000000000000004,2.9000000000000004,3.0,3.0,3.2,3.3000000000000003,3.3000000000000003,3.0,100.00000000000009,800.0000000000002,0.0,99.99999999999964,99.99999999999964,200.00000000000017,300.0000000000003,300.0000000000003,0.0,1200.0000000000002,1200.0000000000002,900.0000000000003
