time_sec,state
18.700000000000003,CAMERA_ALIGNMENT mode=logical centered=False bearing=-0.338 tilt_cmd=-0.700 joint_publish=False
18.8,CAMERA_ALIGNMENT mode=logical centered=False bearing=-0.338 tilt_cmd=-0.700 joint_publish=False
18.900000000000002,CAMERA_ALIGNMENT mode=logical centered=False bearing=-0.338 tilt_cmd=-0.700 joint_publish=False
19.0,CAMERA_ALIGNMENT mode=logical centered=False bearing=-0.338 tilt_cmd=-0.700 joint_publish=False
19.1,CAMERA_ALIGNMENT mode=logical centered=False bearing=-0.338 tilt_cmd=-0.700 joint_publish=False
19.200000000000003,CAMERA_ALIGNMENT mode=logical centered=False bearing=-0.338 tilt_cmd=-0.700 joint_publish=False
19.3,CAMERA_ALIGNMENT mode=logical centered=False bearing=-0.338 tilt_cmd=-0.700 joint_publish=False
19.400000000000002,CAMERA_ALIGNMENT mode=logical centered=False bearing=-0.338 tilt_cmd=-0.700 joint_publish=False
19.5,CAMERA_ALIGNMENT mode=logical centered=False bearing=-0.338 tilt_cmd=-0.700 joint_publish=False
19.6,CAMERA_ALIGNMENT mode=logical centered=False bearing=-0.338 tilt_cmd=-0.700 joint_publish=False
19.700000000000003,CAMERA_ALIGNMENT mode=logical centered=False bearing=-0.338 tilt_cmd=-0.700 joint_publish=False
19.8,CAMERA_ALIGNMENT mode=logical centered=False bearing=-0.338 tilt_cmd=-0.700 joint_publish=False
19.900000000000002,CAMERA_ALIGNMENT mode=logical centered=False bearing=-0.338 tilt_cmd=-0.700 joint_publish=False
20.0,CAMERA_ALIGNMENT mode=logical centered=False bearing=-0.338 tilt_cmd=-0.700 joint_publish=False
20.1,CAMERA_ALIGNMENT mode=logical centered=False bearing=-0.338 tilt_cmd=-0.700 joint_publish=False
20.200000000000003,CAMERA_ALIGNMENT mode=logical centered=False bearing=-0.338 tilt_cmd=-0.700 joint_publish=False
20.3,CAMERA_ALIGNMENT mode=logical centered=False bearing=-0.338 tilt_cmd=-0.700 joint_publish=False
20.400000000000002,CAMERA_ALIGNMENT mode=logical centered=False bearing=-0.338 tilt_cmd=-0.700 joint_publish=False
20.5,CAMERA_ALIGNMENT mode=logical centered=False bearing=-0.338 tilt_cmd=-0.700 joint_publish=False
20.6,CAMERA_ALIGNMENT mode=logical centered=False bearing=-0.338 tilt_cmd=-0.700 joint_publish=False
20.700000000000003,CAMERA_ALIGNMENT mode=logical centered=False bearing=-0.338 tilt_cmd=-0.700 joint_publish=False
20.8,CAMERA_ALIGNMENT mode=logical centered=False bearing=-0.338 tilt_cmd=-0.700 joint_publish=False
