time_sec,trial_id,goal_x,goal_y,goal_yaw,robot_x,robot_y,robot_yaw,target_error_m,nav_state,nav_success
1.9000000000000001,1,1.0,0.0,0.0,1.8205026806102402e-20,4.370043756696918e-24,1.6407368029958414e-24,1.0,IDLE_NO_GOAL,False
1.9000000000000001,1,1.0,0.0,0.0,1.8205026806102402e-20,4.370043756696918e-24,1.6407368029958414e-24,1.0,IDLE_NO_GOAL,False
1.9000000000000001,1,1.0,0.0,0.0,-3.5600367664603653e-20,5.576934861688731e-24,1.1594422494012349e-24,1.0,GOAL_RECEIVED frame=odom x=1.000 y=0.000,False
2.0,1,1.0,0.0,0.0,-5.56398774193458e-19,2.0589805981447765e-23,-3.2854048348106555e-25,1.0,TRACKING distance=1.000 heading_error=0.000 linear=0.350 angular=0.000 ,False
2.0,1,1.0,0.0,0.0,-5.56398774193458e-19,2.0589805981447765e-23,-3.2854048348106555e-25,1.0,TRACKING distance=1.000 heading_error=0.000 linear=0.350 angular=0.000 ,False
2.1,1,1.0,0.0,0.0,1.3391738801997196e-05,3.4273889346519616e-06,-4.263554273988611e-05,0.9999866082670715,TRACKING distance=1.000 heading_error=0.000 linear=0.350 angular=0.000 ,False
2.1,1,1.0,0.0,0.0,1.3473507461845544e-05,3.465182176536291e-06,-4.903923966358878e-05,0.999986526498542,TRACKING distance=1.000 heading_error=0.000 linear=0.350 angular=0.000 ,False
2.2,1,1.0,0.0,0.0,1.4467815299167187e-05,3.545357439327665e-06,-6.29103738429855e-05,0.9999855321909857,TRACKING distance=1.000 heading_error=0.000 linear=0.350 angular=0.000 ,False
2.2,1,1.0,0.0,0.0,1.4467815299167187e-05,3.545357439327665e-06,-6.29103738429855e-05,0.9999855321909857,TRACKING distance=1.000 heading_error=0.000 linear=0.350 angular=0.000 ,False
2.3000000000000003,1,1.0,0.0,0.0,0.00872959498278928,2.7177431816270772e-06,-7.006617573632988e-05,0.9912704050209363,TRACKING distance=0.993 heading_error=0.000 linear=0.350 angular=0.000 ,False
2.3000000000000003,1,1.0,0.0,0.0,0.00872959498278928,2.7177431816270772e-06,-7.006617573632988e-05,0.9912704050209363,TRACKING distance=0.993 heading_error=0.000 linear=0.350 angular=0.000 ,False
2.4000000000000004,1,1.0,0.0,0.0,0.027734438065373318,2.9315683078972903e-06,-7.492497601895715e-05,0.9722655619390462,TRACKING distance=0.974 heading_error=0.000 linear=0.350 angular=0.000 ,False
2.4000000000000004,1,1.0,0.0,0.0,0.027734438065373318,2.9315683078972903e-06,-7.492497601895715e-05,0.9722655619390462,TRACKING distance=0.974 heading_error=0.000 linear=0.350 angular=0.000 ,False
2.5,1,1.0,0.0,0.0,0.046912540463790536,2.3750130259848095e-06,-7.877256746041962e-05,0.9530874595391686,TRACKING distance=0.955 heading_error=0.000 linear=0.350 angular=0.000 ,False
2.5,1,1.0,0.0,0.0,0.046912540463790536,2.3750130259848095e-06,-7.877256746041962e-05,0.9530874595391686,TRACKING distance=0.953 heading_error=0.000 linear=0.350 angular=0.000 ,False
2.6,1,1.0,0.0,0.0,0.06417275435403201,2.1443291739641304e-06,-7.908519384790608e-05,0.9358272456484247,TRACKING distance=0.936 heading_error=0.000 linear=0.350 angular=0.000 ,False
2.6,1,1.0,0.0,0.0,0.06608955491298636,1.5682547770447933e-06,-7.927377741386425e-05,0.9339104450883303,TRACKING distance=0.936 heading_error=0.000 linear=0.350 angular=0.000 ,False
2.7,1,1.0,0.0,0.0,0.08335023449403729,-9.510974979420633e-07,-8.110966572985155e-05,0.916649765506456,TRACKING distance=0.917 heading_error=0.000 linear=0.350 angular=0.000 ,False
2.7,1,1.0,0.0,0.0,0.08526847871554807,-9.227224098081127e-07,-8.115346432160295e-05,0.9147315212849173,TRACKING distance=0.917 heading_error=0.000 linear=0.350 angular=0.000 ,False
2.8000000000000003,1,1.0,0.0,0.0,0.10252704248987385,-2.3488865322797114e-06,-8.417614062825173e-05,0.8974729575131999,TRACKING distance=0.897 heading_error=0.000 linear=0.350 angular=0.000 ,False
2.8000000000000003,1,1.0,0.0,0.0,0.10252704248987385,-2.3488865322797114e-06,-8.417614062825173e-05,0.8974729575131999,TRACKING distance=0.897 heading_error=0.000 linear=0.350 angular=0.000 ,False
2.9000000000000004,1,1.0,0.0,0.0,0.12170284195853695,-4.009693622378223e-06,-8.11689364915693e-05,0.8782971580506158,TRACKING distance=0.878 heading_error=0.000 linear=0.350 angular=0.000 ,False
2.9000000000000004,1,1.0,0.0,0.0,0.12170284195853695,-4.009693622378223e-06,-8.11689364915693e-05,0.8782971580506158,TRACKING distance=0.878 heading_error=0.000 linear=0.350 angular=0.000 ,False
3.0,1,1.0,0.0,0.0,0.14087820152244554,-5.47763747737846e-06,-8.571370954076677e-05,0.8591217984950168,TRACKING distance=0.859 heading_error=0.000 linear=0.350 angular=0.000 ,False
3.0,1,1.0,0.0,0.0,0.14279772109004396,-6.000862223386031e-06,-8.713687292927581e-05,0.8572022789309606,TRACKING distance=0.859 heading_error=0.000 linear=0.350 angular=0.000 ,False
3.1,1,1.0,0.0,0.0,0.16005422070310746,-7.106517041937268e-06,-8.823794696754652e-05,0.8399457793269555,TRACKING distance=0.840 heading_error=0.000 linear=0.350 angular=0.000 ,False
3.1,1,1.0,0.0,0.0,0.16197310582197436,-7.836119706228065e-06,-8.841727083555691e-05,0.8380268942146621,TRACKING distance=0.840 heading_error=0.000 linear=0.350 angular=0.000 ,False
3.2,1,1.0,0.0,0.0,0.17922954078931672,-9.143805779199397e-06,-8.888938992580404e-05,0.8207704592616166,TRACKING distance=0.821 heading_error=0.000 linear=0.350 angular=0.000 ,False
3.2,1,1.0,0.0,0.0,0.18114744333086572,-9.317587042234975e-06,-9.000825067574028e-05,0.8188525567221459,TRACKING distance=0.821 heading_error=0.000 linear=0.350 angular=0.000 ,False
3.3000000000000003,1,1.0,0.0,0.0,0.19840633312570047,-7.959355865881992e-06,-0.00010175293385800432,0.8015936669138154,TRACKING distance=0.802 heading_error=0.000 linear=0.350 angular=0.000 ,False
3.3000000000000003,1,1.0,0.0,0.0,0.19840633312570047,-7.959355865881992e-06,-0.00010175293385800432,0.8015936669138154,TRACKING distance=0.802 heading_error=0.000 linear=0.350 angular=0.000 ,False
3.4000000000000004,1,1.0,0.0,0.0,0.21949927371318362,-1.1304796554608857e-05,-0.00011232909362820164,0.780500726368686,TRACKING distance=0.782 heading_error=0.000 linear=0.350 angular=0.000 ,False
3.4000000000000004,1,1.0,0.0,0.0,0.21949927371318362,-1.1304796554608857e-05,-0.00011232909362820164,0.780500726368686,TRACKING distance=0.782 heading_error=0.000 linear=0.350 angular=0.000 ,False
3.5,1,1.0,0.0,0.0,0.23867520488656616,-1.3199791535411975e-05,-0.0001133993204762914,0.7613247952278623,TRACKING distance=0.763 heading_error=0.000 linear=0.350 angular=0.000 ,False
3.5,1,1.0,0.0,0.0,0.23867520488656616,-1.3199791535411975e-05,-0.0001133993204762914,0.7613247952278623,TRACKING distance=0.761 heading_error=0.000 linear=0.350 angular=0.000 ,False
3.6,1,1.0,0.0,0.0,0.2559357547538138,-1.6259838619993535e-05,-0.00010948933013541528,0.7440642454238472,TRACKING distance=0.744 heading_error=0.000 linear=0.350 angular=0.000 ,False
3.6,1,1.0,0.0,0.0,0.2559357547538138,-1.6259838619993535e-05,-0.00010948933013541528,0.7440642454238472,TRACKING distance=0.744 heading_error=0.000 linear=0.350 angular=0.000 ,False
3.7,1,1.0,0.0,0.0,0.2770287525995041,-1.7325624416373968e-05,-0.00012360477344199364,0.7229712476080956,TRACKING distance=0.725 heading_error=0.000 linear=0.350 angular=0.000 ,False
3.7,1,1.0,0.0,0.0,0.2770287525995041,-1.7325624416373968e-05,-0.00012360477344199364,0.7229712476080956,TRACKING distance=0.725 heading_error=0.000 linear=0.350 angular=0.000 ,False
3.8000000000000003,1,1.0,0.0,0.0,0.29620549682244124,-1.8574641042943275e-05,-0.00012194495451494495,0.703794503422671,TRACKING distance=0.706 heading_error=0.000 linear=0.350 angular=0.000 ,False
3.8000000000000003,1,1.0,0.0,0.0,0.29620549682244124,-1.8574641042943275e-05,-0.00012194495451494495,0.703794503422671,TRACKING distance=0.706 heading_error=0.000 linear=0.350 angular=0.000 ,False
3.9000000000000004,1,1.0,0.0,0.0,0.3134628162540395,-2.083622379018224e-05,-0.00012382012872679392,0.6865371840621475,TRACKING distance=0.687 heading_error=0.000 linear=0.350 angular=0.000 ,False
