time_sec,lidar_count,gt_x,gt_y,gt_z,nearest_dist_m,associated,detector_mode,gt_used_for_decision
9.100000000000001,1,4.543354317137636,-0.5253225131171456,3.4,0.6618193040877134,true,lidar,false
9.200000000000001,1,4.543354317137636,-0.5253225131171456,3.4,0.6618193040877134,true,lidar,false
9.3,1,4.5447253946842405,-0.5419358044806535,3.4,0.6539635993293633,true,lidar,false
9.4,1,4.545420703608569,-0.55036083468812,3.4,0.6529820947993342,true,lidar,false
9.4,1,4.545420703608569,-0.55036083468812,3.4,0.6529820947993342,true,lidar,false
9.600000000000001,1,4.546803562293137,-0.5671168776256343,3.4,0.6488938968552329,true,lidar,false
9.600000000000001,1,4.546803562293137,-0.5671168776256343,3.4,0.6488938968552329,true,lidar,false
9.700000000000001,1,4.547483296705546,-0.5753531921002245,3.4,0.6625389156377753,true,lidar,false
9.8,1,4.547483296705546,-0.5753531921002245,3.4,0.6625389156377753,true,lidar,false
9.9,1,4.548862239978831,-0.592061792156375,3.4,0.6745357370645544,true,lidar,false
10.0,1,4.548862239978831,-0.592061792156375,3.4,0.6745357370645544,true,lidar,false
10.200000000000001,1,4.550928746901287,-0.6171015732343901,3.4,0.6618323965492694,true,lidar,false
10.4,1,4.551608458774701,-0.6253376146050564,3.4,0.6578101706990724,true,lidar,false
10.600000000000001,1,4.553670984655704,-0.6503291575639361,3.4,0.6460990081080606,true,lidar,false
10.8,1,4.554350639197231,-0.6585645042464767,3.4,0.6424075643078433,true,lidar,false
11.100000000000001,1,4.557088621269748,-0.6917405226489748,3.4,0.3766148587967643,true,lidar,false
11.200000000000001,1,4.557088621269748,-0.6917405226489748,3.4,0.3766148587967643,true,lidar,false
11.4,1,4.5584752380107165,-0.7085421018035757,3.4,0.37579717437416804,true,lidar,false
11.600000000000001,1,4.560529951633387,-0.7334389839430292,3.4,0.37597484186810426,true,lidar,false
11.700000000000001,1,4.561217389319338,-0.7417686386722075,3.4,0.30347742072953565,true,lidar,false
11.8,1,4.561904834837609,-0.7500983883053117,3.4,0.31264572785346995,true,lidar,false
11.8,1,4.561904834837609,-0.7500983883053117,3.4,0.31264572785346995,true,lidar,false
12.0,1,0.6738035894830895,-1.4381747346308327,3.1121701807831594,3.9017665548218705,false,lidar,false
12.200000000000001,1,0.6741949122796546,-1.4357111672242835,3.1289640853860363,3.8997267037289984,false,lidar,false
12.4,1,0.6749119661088844,-1.4311969644792417,3.159337162749143,3.896199084162988,false,lidar,false
12.600000000000001,1,0.676470179716723,-1.4213872516527515,3.2236104000009638,3.8894205379025193,false,lidar,false
