trial_id,start_time,end_time,total_duration_sec,target_min_height_m,target_object_height_m,z_valid,height_filter_pass,dynamic_filter_pass,elevated_dynamic_target_valid,height_filter_false_positive_count,height_filter_false_negative_count,static_high_object_false_positive_count,low_dynamic_object_false_positive_count,height_unknown_rejection_success,ego_motion_compensation_success,dynamic_motion_m,target_detected,cluster_published,map_transform_success,moving_target_valid,target_goal_success,yaw_alignment_success,camera_detection_success,sound_mission_success,patrol_resume_success,safety_gate_pass,overall_success,failure_reason
1,1780354873.1301234,1780355118.4480658,109.2,3.0,nan,False,False,False,True,0,0,0,0,,True,0.0,True,False,False,True,True,False,False,False,False,True,False,"cluster_published,map_transform_success,yaw_alignment_success,camera_detection_success,sound_mission_success,patrol_resume_success,height_filter_not_passed,dynamic_filter_not_passed"
