time_sec,state
1.4000000000000001,AUTO_COMMAND_TIMEOUT_STOP SCAN_DISABLED_TEST_ONLY
1.4000000000000001,AUTO_COMMAND_TIMEOUT_STOP SCAN_DISABLED_TEST_ONLY
1.5,AUTO_PASS SCAN_DISABLED_TEST_ONLY
1.5,AUTO_PASS SCAN_DISABLED_TEST_ONLY
1.6,AUTO_PASS SCAN_DISABLED_TEST_ONLY
1.6,AUTO_PASS SCAN_DISABLED_TEST_ONLY
1.7000000000000002,AUTO_PASS SCAN_DISABLED_TEST_ONLY
1.7000000000000002,AUTO_PASS SCAN_DISABLED_TEST_ONLY
1.8,AUTO_PASS SCAN_DISABLED_TEST_ONLY
1.8,AUTO_PASS SCAN_DISABLED_TEST_ONLY
1.9000000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
1.9000000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
2.0,AUTO_PASS SCAN_DISABLED_TEST_ONLY
2.0,AUTO_PASS SCAN_DISABLED_TEST_ONLY
2.1,AUTO_PASS SCAN_DISABLED_TEST_ONLY
2.1,AUTO_PASS SCAN_DISABLED_TEST_ONLY
2.2,AUTO_PASS SCAN_DISABLED_TEST_ONLY
2.2,AUTO_PASS SCAN_DISABLED_TEST_ONLY
2.3000000000000003,AUTO_PASS SCAN_DISABLED_TEST_ONLY
2.3000000000000003,AUTO_PASS SCAN_DISABLED_TEST_ONLY
2.4000000000000004,AUTO_PASS SCAN_DISABLED_TEST_ONLY
2.4000000000000004,AUTO_PASS SCAN_DISABLED_TEST_ONLY
2.5,AUTO_PASS SCAN_DISABLED_TEST_ONLY
2.5,AUTO_PASS SCAN_DISABLED_TEST_ONLY
2.6,AUTO_PASS SCAN_DISABLED_TEST_ONLY
2.6,AUTO_PASS SCAN_DISABLED_TEST_ONLY
2.7,AUTO_PASS SCAN_DISABLED_TEST_ONLY
2.7,AUTO_PASS SCAN_DISABLED_TEST_ONLY
2.8000000000000003,AUTO_PASS SCAN_DISABLED_TEST_ONLY
2.8000000000000003,AUTO_PASS SCAN_DISABLED_TEST_ONLY
2.9000000000000004,AUTO_PASS SCAN_DISABLED_TEST_ONLY
2.9000000000000004,AUTO_PASS SCAN_DISABLED_TEST_ONLY
3.0,AUTO_PASS SCAN_DISABLED_TEST_ONLY
3.0,AUTO_PASS SCAN_DISABLED_TEST_ONLY
3.1,AUTO_PASS SCAN_DISABLED_TEST_ONLY
3.1,AUTO_PASS SCAN_DISABLED_TEST_ONLY
3.2,AUTO_PASS SCAN_DISABLED_TEST_ONLY
3.2,AUTO_PASS SCAN_DISABLED_TEST_ONLY
3.3000000000000003,AUTO_PASS SCAN_DISABLED_TEST_ONLY
3.3000000000000003,AUTO_PASS SCAN_DISABLED_TEST_ONLY
3.4000000000000004,AUTO_PASS SCAN_DISABLED_TEST_ONLY
3.4000000000000004,AUTO_PASS SCAN_DISABLED_TEST_ONLY
3.5,AUTO_PASS SCAN_DISABLED_TEST_ONLY
3.5,AUTO_PASS SCAN_DISABLED_TEST_ONLY
3.6,AUTO_PASS SCAN_DISABLED_TEST_ONLY
3.6,AUTO_PASS SCAN_DISABLED_TEST_ONLY
3.7,AUTO_PASS SCAN_DISABLED_TEST_ONLY
3.7,AUTO_PASS SCAN_DISABLED_TEST_ONLY
3.8000000000000003,AUTO_PASS SCAN_DISABLED_TEST_ONLY
3.8000000000000003,AUTO_PASS SCAN_DISABLED_TEST_ONLY
3.9000000000000004,AUTO_PASS SCAN_DISABLED_TEST_ONLY
3.9000000000000004,AUTO_PASS SCAN_DISABLED_TEST_ONLY
4.0,AUTO_PASS SCAN_DISABLED_TEST_ONLY
4.0,AUTO_PASS SCAN_DISABLED_TEST_ONLY
4.1000000000000005,AUTO_PASS SCAN_DISABLED_TEST_ONLY
4.1000000000000005,AUTO_PASS SCAN_DISABLED_TEST_ONLY
4.2,AUTO_PASS SCAN_DISABLED_TEST_ONLY
4.2,AUTO_PASS SCAN_DISABLED_TEST_ONLY
4.300000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
4.300000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
4.4,AUTO_PASS SCAN_DISABLED_TEST_ONLY
4.4,AUTO_PASS SCAN_DISABLED_TEST_ONLY
4.5,AUTO_PASS SCAN_DISABLED_TEST_ONLY
4.5,AUTO_PASS SCAN_DISABLED_TEST_ONLY
4.6000000000000005,AUTO_PASS SCAN_DISABLED_TEST_ONLY
4.6000000000000005,AUTO_PASS SCAN_DISABLED_TEST_ONLY
4.7,AUTO_PASS SCAN_DISABLED_TEST_ONLY
4.7,AUTO_PASS SCAN_DISABLED_TEST_ONLY
4.800000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
4.800000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
4.9,AUTO_PASS SCAN_DISABLED_TEST_ONLY
4.9,AUTO_PASS SCAN_DISABLED_TEST_ONLY
5.0,AUTO_PASS SCAN_DISABLED_TEST_ONLY
5.0,AUTO_PASS SCAN_DISABLED_TEST_ONLY
5.1000000000000005,AUTO_PASS SCAN_DISABLED_TEST_ONLY
5.1000000000000005,AUTO_PASS SCAN_DISABLED_TEST_ONLY
5.2,AUTO_PASS SCAN_DISABLED_TEST_ONLY
5.2,AUTO_PASS SCAN_DISABLED_TEST_ONLY
5.300000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
5.300000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
5.4,AUTO_PASS SCAN_DISABLED_TEST_ONLY
5.4,AUTO_PASS SCAN_DISABLED_TEST_ONLY
5.5,AUTO_PASS SCAN_DISABLED_TEST_ONLY
5.5,AUTO_PASS SCAN_DISABLED_TEST_ONLY
5.6000000000000005,AUTO_PASS SCAN_DISABLED_TEST_ONLY
5.6000000000000005,AUTO_PASS SCAN_DISABLED_TEST_ONLY
5.7,AUTO_PASS SCAN_DISABLED_TEST_ONLY
5.7,AUTO_PASS SCAN_DISABLED_TEST_ONLY
5.800000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
5.800000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
5.9,AUTO_PASS SCAN_DISABLED_TEST_ONLY
5.9,AUTO_PASS SCAN_DISABLED_TEST_ONLY
6.0,AUTO_PASS SCAN_DISABLED_TEST_ONLY
6.0,AUTO_PASS SCAN_DISABLED_TEST_ONLY
6.1000000000000005,AUTO_PASS SCAN_DISABLED_TEST_ONLY
6.1000000000000005,AUTO_PASS SCAN_DISABLED_TEST_ONLY
6.2,AUTO_PASS SCAN_DISABLED_TEST_ONLY
6.2,AUTO_PASS SCAN_DISABLED_TEST_ONLY
6.300000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
6.300000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
6.4,AUTO_PASS SCAN_DISABLED_TEST_ONLY
6.4,AUTO_PASS SCAN_DISABLED_TEST_ONLY
6.5,AUTO_PASS SCAN_DISABLED_TEST_ONLY
6.5,AUTO_PASS SCAN_DISABLED_TEST_ONLY
6.6000000000000005,AUTO_PASS SCAN_DISABLED_TEST_ONLY
6.6000000000000005,AUTO_PASS SCAN_DISABLED_TEST_ONLY
6.7,AUTO_PASS SCAN_DISABLED_TEST_ONLY
6.7,AUTO_PASS SCAN_DISABLED_TEST_ONLY
6.800000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
6.800000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
6.9,AUTO_PASS SCAN_DISABLED_TEST_ONLY
6.9,AUTO_PASS SCAN_DISABLED_TEST_ONLY
7.0,AUTO_PASS SCAN_DISABLED_TEST_ONLY
7.0,AUTO_PASS SCAN_DISABLED_TEST_ONLY
7.1000000000000005,AUTO_PASS SCAN_DISABLED_TEST_ONLY
7.1000000000000005,AUTO_PASS SCAN_DISABLED_TEST_ONLY
7.2,AUTO_PASS SCAN_DISABLED_TEST_ONLY
7.2,AUTO_PASS SCAN_DISABLED_TEST_ONLY
7.300000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
7.300000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
7.300000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
7.300000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
7.500000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
7.500000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
7.6000000000000005,AUTO_PASS SCAN_DISABLED_TEST_ONLY
7.6000000000000005,AUTO_PASS SCAN_DISABLED_TEST_ONLY
7.7,AUTO_PASS SCAN_DISABLED_TEST_ONLY
7.7,AUTO_PASS SCAN_DISABLED_TEST_ONLY
7.800000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
7.800000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
7.9,AUTO_PASS SCAN_DISABLED_TEST_ONLY
7.9,AUTO_PASS SCAN_DISABLED_TEST_ONLY
8.0,AUTO_PASS SCAN_DISABLED_TEST_ONLY
8.0,AUTO_PASS SCAN_DISABLED_TEST_ONLY
8.1,AUTO_PASS SCAN_DISABLED_TEST_ONLY
8.1,AUTO_PASS SCAN_DISABLED_TEST_ONLY
8.200000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
8.200000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
8.3,AUTO_PASS SCAN_DISABLED_TEST_ONLY
8.3,AUTO_PASS SCAN_DISABLED_TEST_ONLY
8.4,AUTO_PASS SCAN_DISABLED_TEST_ONLY
8.4,AUTO_PASS SCAN_DISABLED_TEST_ONLY
8.5,AUTO_PASS SCAN_DISABLED_TEST_ONLY
8.5,AUTO_PASS SCAN_DISABLED_TEST_ONLY
8.600000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
8.600000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
8.700000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
8.700000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
8.8,AUTO_PASS SCAN_DISABLED_TEST_ONLY
8.8,AUTO_PASS SCAN_DISABLED_TEST_ONLY
8.9,AUTO_PASS SCAN_DISABLED_TEST_ONLY
8.9,AUTO_PASS SCAN_DISABLED_TEST_ONLY
9.0,AUTO_PASS SCAN_DISABLED_TEST_ONLY
9.0,AUTO_PASS SCAN_DISABLED_TEST_ONLY
9.100000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
9.100000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
9.200000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
9.200000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
9.3,AUTO_PASS SCAN_DISABLED_TEST_ONLY
9.3,AUTO_PASS SCAN_DISABLED_TEST_ONLY
9.4,AUTO_PASS SCAN_DISABLED_TEST_ONLY
9.4,AUTO_PASS SCAN_DISABLED_TEST_ONLY
9.5,AUTO_PASS SCAN_DISABLED_TEST_ONLY
9.5,AUTO_PASS SCAN_DISABLED_TEST_ONLY
9.600000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
9.600000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
9.700000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
9.700000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
9.8,AUTO_PASS SCAN_DISABLED_TEST_ONLY
9.8,AUTO_PASS SCAN_DISABLED_TEST_ONLY
9.9,AUTO_PASS SCAN_DISABLED_TEST_ONLY
9.9,AUTO_PASS SCAN_DISABLED_TEST_ONLY
10.0,AUTO_PASS SCAN_DISABLED_TEST_ONLY
10.0,AUTO_PASS SCAN_DISABLED_TEST_ONLY
10.100000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
10.100000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
10.200000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
10.200000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
10.3,AUTO_PASS SCAN_DISABLED_TEST_ONLY
10.3,AUTO_PASS SCAN_DISABLED_TEST_ONLY
10.4,AUTO_PASS SCAN_DISABLED_TEST_ONLY
10.4,AUTO_PASS SCAN_DISABLED_TEST_ONLY
10.5,AUTO_PASS SCAN_DISABLED_TEST_ONLY
10.5,AUTO_PASS SCAN_DISABLED_TEST_ONLY
10.600000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
10.600000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
10.700000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
10.700000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
10.8,AUTO_PASS SCAN_DISABLED_TEST_ONLY
10.8,AUTO_PASS SCAN_DISABLED_TEST_ONLY
10.9,AUTO_PASS SCAN_DISABLED_TEST_ONLY
10.9,AUTO_PASS SCAN_DISABLED_TEST_ONLY
11.0,AUTO_PASS SCAN_DISABLED_TEST_ONLY
11.0,AUTO_PASS SCAN_DISABLED_TEST_ONLY
11.100000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
11.100000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
11.200000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
11.200000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
11.3,AUTO_PASS SCAN_DISABLED_TEST_ONLY
11.3,AUTO_PASS SCAN_DISABLED_TEST_ONLY
11.4,AUTO_PASS SCAN_DISABLED_TEST_ONLY
11.4,AUTO_PASS SCAN_DISABLED_TEST_ONLY
11.5,AUTO_PASS SCAN_DISABLED_TEST_ONLY
11.5,AUTO_PASS SCAN_DISABLED_TEST_ONLY
11.600000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
11.600000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
11.700000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
11.700000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
11.8,AUTO_PASS SCAN_DISABLED_TEST_ONLY
11.8,AUTO_PASS SCAN_DISABLED_TEST_ONLY
11.9,AUTO_PASS SCAN_DISABLED_TEST_ONLY
11.9,AUTO_PASS SCAN_DISABLED_TEST_ONLY
12.0,AUTO_PASS SCAN_DISABLED_TEST_ONLY
12.0,AUTO_PASS SCAN_DISABLED_TEST_ONLY
12.100000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
12.100000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
12.200000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
12.200000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
12.3,AUTO_PASS SCAN_DISABLED_TEST_ONLY
12.3,AUTO_PASS SCAN_DISABLED_TEST_ONLY
12.4,AUTO_PASS SCAN_DISABLED_TEST_ONLY
12.4,AUTO_PASS SCAN_DISABLED_TEST_ONLY
12.5,AUTO_PASS SCAN_DISABLED_TEST_ONLY
12.5,AUTO_PASS SCAN_DISABLED_TEST_ONLY
12.600000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
12.600000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
12.700000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
12.700000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
12.8,AUTO_PASS SCAN_DISABLED_TEST_ONLY
12.8,AUTO_PASS SCAN_DISABLED_TEST_ONLY
12.9,AUTO_PASS SCAN_DISABLED_TEST_ONLY
12.9,AUTO_PASS SCAN_DISABLED_TEST_ONLY
13.0,AUTO_PASS SCAN_DISABLED_TEST_ONLY
13.0,AUTO_PASS SCAN_DISABLED_TEST_ONLY
13.100000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
13.100000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
13.200000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
13.200000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
13.3,AUTO_PASS SCAN_DISABLED_TEST_ONLY
13.3,AUTO_PASS SCAN_DISABLED_TEST_ONLY
13.4,AUTO_PASS SCAN_DISABLED_TEST_ONLY
13.4,AUTO_PASS SCAN_DISABLED_TEST_ONLY
13.5,AUTO_PASS SCAN_DISABLED_TEST_ONLY
13.5,AUTO_PASS SCAN_DISABLED_TEST_ONLY
13.600000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
13.600000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
13.700000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
13.700000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
13.8,AUTO_PASS SCAN_DISABLED_TEST_ONLY
13.8,AUTO_PASS SCAN_DISABLED_TEST_ONLY
13.9,AUTO_PASS SCAN_DISABLED_TEST_ONLY
13.9,AUTO_PASS SCAN_DISABLED_TEST_ONLY
14.0,AUTO_PASS SCAN_DISABLED_TEST_ONLY
14.0,AUTO_PASS SCAN_DISABLED_TEST_ONLY
14.100000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
14.100000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
14.200000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
14.200000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
14.3,AUTO_PASS SCAN_DISABLED_TEST_ONLY
14.3,AUTO_PASS SCAN_DISABLED_TEST_ONLY
14.4,AUTO_PASS SCAN_DISABLED_TEST_ONLY
14.4,AUTO_PASS SCAN_DISABLED_TEST_ONLY
14.500000000000002,AUTO_PASS SCAN_DISABLED_TEST_ONLY
14.500000000000002,AUTO_PASS SCAN_DISABLED_TEST_ONLY
14.600000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
14.600000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
14.700000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
14.700000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
14.8,AUTO_PASS SCAN_DISABLED_TEST_ONLY
14.8,AUTO_PASS SCAN_DISABLED_TEST_ONLY
14.9,AUTO_PASS SCAN_DISABLED_TEST_ONLY
14.9,AUTO_PASS SCAN_DISABLED_TEST_ONLY
15.000000000000002,AUTO_PASS SCAN_DISABLED_TEST_ONLY
15.000000000000002,AUTO_PASS SCAN_DISABLED_TEST_ONLY
15.100000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
15.100000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
15.200000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
15.200000000000001,AUTO_PASS SCAN_DISABLED_TEST_ONLY
