time_sec,image_id,valid,reason,camera_frame,gt_frame,points_projected,bbox_x,bbox_y,bbox_w,bbox_h
2.3000000000000003,10,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
2.4000000000000004,20,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
2.8000000000000003,30,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
3.1,40,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
3.5,50,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
3.9000000000000004,60,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
4.0,70,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
4.300000000000001,80,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
4.7,90,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
5.0,100,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
5.2,110,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
5.6000000000000005,120,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
5.9,130,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
6.300000000000001,140,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
6.6000000000000005,150,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
7.0,160,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
7.4,170,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
7.7,180,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
8.1,190,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
8.5,200,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
8.8,210,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
9.200000000000001,220,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
9.600000000000001,230,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
10.0,240,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
10.200000000000001,250,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
10.4,260,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
10.700000000000001,270,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
11.100000000000001,280,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
11.4,290,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
11.9,300,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
12.200000000000001,310,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
12.600000000000001,320,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
12.9,330,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
13.3,340,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
13.5,350,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
13.700000000000001,360,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
14.0,370,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
14.3,380,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
14.600000000000001,390,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
15.000000000000002,400,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
15.3,410,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
15.700000000000001,420,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
16.0,430,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
16.2,440,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
16.6,450,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
16.6,460,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
17.0,470,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
17.3,480,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
17.700000000000003,490,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
18.1,500,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
18.400000000000002,510,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
18.6,520,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
19.0,530,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
19.3,540,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
19.6,550,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
20.0,560,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
20.3,570,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
20.700000000000003,580,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
21.0,590,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
21.3,600,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
21.700000000000003,610,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
22.0,620,false,"TF_FAIL ""world"" passed to lookupTransform argument source_frame does not exist. ",pt_camera_link,world,0,,,,
