time_sec,trial_id,goal_x,goal_y,goal_yaw,robot_x,robot_y,robot_yaw,target_error_m,nav_state,nav_success
1.9000000000000001,1,1.0,0.0,0.0,1.3969267968650826e-19,3.8163251738441098e-25,-3.887871057083844e-24,1.0,IDLE_NO_GOAL,False
1.9000000000000001,1,1.0,0.0,0.0,1.3969267968650826e-19,3.8163251738441098e-25,-3.887871057083844e-24,1.0,GOAL_RECEIVED frame=odom x=1.000 y=0.000,False
1.9000000000000001,1,1.0,0.0,0.0,1.3969267968650826e-19,3.8163251738441098e-25,-3.887871057083844e-24,1.0,TRACKING distance=1.000 heading_error=0.000 linear=0.350 angular=0.000 ,False
2.0,1,1.0,0.0,0.0,-2.225241114925336e-19,1.5677490144636132e-23,6.224933615469759e-24,1.0,TRACKING distance=1.000 heading_error=0.000 linear=0.350 angular=0.000 ,False
2.0,1,1.0,0.0,0.0,-2.225241114925336e-19,1.5677490144636132e-23,6.224933615469759e-24,1.0,TRACKING distance=1.000 heading_error=0.000 linear=0.350 angular=0.000 ,False
2.1,1,1.0,0.0,0.0,0.004100937357006775,8.658199153467634e-05,0.0008481809712963638,0.9958990664066484,TRACKING distance=0.997 heading_error=-0.001 linear=0.350 angular=-0.001 ,False
2.1,1,1.0,0.0,0.0,0.004100937357006775,8.658199153467634e-05,0.0008481809712963638,0.9958990664066484,TRACKING distance=0.996 heading_error=-0.001 linear=0.350 angular=-0.001 ,False
2.2,1,1.0,0.0,0.0,0.022765742902064928,9.775437970671664e-05,0.0011749466246523054,0.9772342619872023,TRACKING distance=0.979 heading_error=-0.001 linear=0.350 angular=-0.002 ,False
2.2,1,1.0,0.0,0.0,0.022765742902064928,9.775437970671664e-05,0.0011749466246523054,0.9772342619872023,TRACKING distance=0.977 heading_error=-0.001 linear=0.350 angular=-0.002 ,False
2.3000000000000003,1,1.0,0.0,0.0,0.04193834488657148,0.00012257969941482095,0.001183330942276003,0.9580616629551904,TRACKING distance=0.960 heading_error=-0.001 linear=0.350 angular=-0.002 ,False
