ros_time_sec,event,detail,mission_state,mode,cmd_linear,cmd_angular,odom_x,odom_y,dynamic_lock,bird_confirmed,sound_done
0.000,mission_event,timestamp=0.000 mission_id=0 target_mission_id=0 state=IDLE event_type=STARTUP reason=mission_patrol_manager initialized waypoint_index=0,UNKNOWN,UNKNOWN,0.000,0.000,0.000,0.000,False,False,False
1.900,classification,WAITING_DYNAMIC_LOCK,UNKNOWN,STANDBY,0.000,0.000,-0.000,0.000,False,False,False
1.900,bird_confirmed,False,UNKNOWN,STANDBY,0.000,0.000,-0.000,0.000,False,False,False
1.900,sound_state,IDLE_NO_REQUEST,UNKNOWN,STANDBY,0.000,0.000,-0.000,0.000,False,False,False
1.900,sound_done,False,UNKNOWN,STANDBY,0.000,0.000,-0.000,0.000,False,False,False
1.900,mission_state,IDLE mode=STANDBY nav_goal=NONE,IDLE mode=STANDBY nav_goal=NONE,STANDBY,0.000,0.000,-0.000,0.000,False,False,False
1.900,dynamic_lock,False,IDLE mode=STANDBY nav_goal=NONE,STANDBY,0.000,0.000,-0.000,0.000,False,False,False
1.900,classification,WAITING_DYNAMIC_LOCK,IDLE mode=STANDBY nav_goal=NONE,STANDBY,0.000,0.000,-0.000,0.000,False,False,False
1.900,bird_confirmed,False,IDLE mode=STANDBY nav_goal=NONE,STANDBY,0.000,0.000,-0.000,0.000,False,False,False
1.900,dynamic_target,count=1 x=0.00 y=-0.00 z=3.10,IDLE mode=STANDBY nav_goal=NONE,STANDBY,0.000,0.000,-0.000,0.000,False,False,False
1.900,dynamic_lock,False,IDLE mode=STANDBY nav_goal=NONE,STANDBY,0.000,0.000,-0.000,0.000,False,False,False
1.900,object_goal_state,REJECT source=elevated_dynamic_target mission_type=REJECTED_STATIC safety_state_blocks=STANDBY_STOP SCAN_DISABLED_TEST_ONLY,IDLE mode=STANDBY nav_goal=NONE,STANDBY,0.000,0.000,-0.000,0.000,False,False,False
2.000,classification,WAITING_DYNAMIC_LOCK,IDLE mode=STANDBY nav_goal=NONE,STANDBY,0.000,0.000,-0.000,0.000,False,False,False
2.000,bird_confirmed,False,IDLE mode=STANDBY nav_goal=NONE,STANDBY,0.000,0.000,-0.000,0.000,False,False,False
2.000,sound_state,IDLE_NO_REQUEST,IDLE mode=STANDBY nav_goal=NONE,STANDBY,0.000,0.000,-0.000,0.000,False,False,False
2.000,sound_done,False,IDLE mode=STANDBY nav_goal=NONE,STANDBY,0.000,0.000,-0.000,0.000,False,False,False
2.000,mission_state,IDLE mode=STANDBY nav_goal=NONE,IDLE mode=STANDBY nav_goal=NONE,STANDBY,0.000,0.000,-0.000,0.000,False,False,False
2.000,dynamic_target,count=1 x=0.00 y=-0.00 z=3.11,IDLE mode=STANDBY nav_goal=NONE,STANDBY,0.000,0.000,-0.000,0.000,False,False,False
2.000,dynamic_lock,True,IDLE mode=STANDBY nav_goal=NONE,STANDBY,0.000,0.000,-0.000,0.000,True,False,False
