trial_id,first_pointcloud_time_sec,first_lidar_filter_done_time_sec,first_lidar_target_ok_time_sec,first_dynamic_lock_true_time_sec,first_object_mission_goal_time_sec,first_active_nav_goal_time_sec,first_approach_state_time_sec,first_nonzero_cmd_vel_time_sec,pointcloud_to_lidar_target_ok_ms,lidar_target_ok_to_dynamic_lock_ms,dynamic_lock_to_object_mission_goal_ms,object_mission_goal_to_active_nav_goal_ms,active_nav_goal_to_approach_state_ms,active_nav_goal_to_first_cmd_vel_ms,lidar_target_ok_to_first_cmd_vel_ms,pointcloud_to_object_mission_goal_ms
codex_spatial_lidar_2bird,1.6,1.7000000000000002,1.7000000000000002,2.0,2.0,2.2,2.4000000000000004,1.9000000000000001,100.00000000000009,299.99999999999983,0.0,200.00000000000017,200.00000000000017,-300.00000000000006,199.99999999999994,399.9999999999999
