time_sec,bird_name,released,removed,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,speed_xy_mps,speed_3d_mps,target_x_m,target_y_m,target_z_m,nearest,fleeing,inside_lidar_area
5.7,bird_3,false,false,50.0,50.0,3.2,0.0,0.0,0.0,0.0,0.0,-4.0,-4.0,3.25,false,false,false
5.7,bird_4,false,false,50.0,50.0,3.2,0.0,0.0,0.0,0.0,0.0,-4.0,4.0,3.25,false,false,false
5.800000000000001,bird_1,true,false,4.0,4.0,3.4,0.0,0.0,0.21920629291793997,0.0,0.21920629291793997,4.0,4.0,3.25,true,false,true
5.800000000000001,bird_2,false,false,50.0,50.0,3.2,0.0,0.0,0.0,0.0,0.0,4.0,-4.0,3.25,false,false,false
5.800000000000001,bird_3,false,false,50.0,50.0,3.2,0.0,0.0,0.0,0.0,0.0,-4.0,-4.0,3.25,false,false,false
5.800000000000001,bird_4,false,false,50.0,50.0,3.2,0.0,0.0,0.0,0.0,0.0,-4.0,4.0,3.25,false,false,false
5.9,bird_1,true,false,4.0,4.0,3.4,0.0,0.0,0.21930153776778719,0.0,0.21930153776778719,4.0,4.0,3.25,true,false,true
5.9,bird_2,false,false,50.0,50.0,3.2,0.0,0.0,0.0,0.0,0.0,4.0,-4.0,3.25,false,false,false
5.9,bird_3,false,false,50.0,50.0,3.2,0.0,0.0,0.0,0.0,0.0,-4.0,-4.0,3.25,false,false,false
5.9,bird_4,false,false,50.0,50.0,3.2,0.0,0.0,0.0,0.0,0.0,-4.0,4.0,3.25,false,false,false
6.0,bird_1,true,false,4.0,4.0,3.4,0.0,0.0,0.21938535323565272,0.0,0.21938535323565272,4.0,4.0,3.25,true,false,true
6.0,bird_2,false,false,50.0,50.0,3.2,0.0,0.0,0.0,0.0,0.0,4.0,-4.0,3.25,false,false,false
6.0,bird_3,false,false,50.0,50.0,3.2,0.0,0.0,0.0,0.0,0.0,-4.0,-4.0,3.25,false,false,false
6.0,bird_4,false,false,50.0,50.0,3.2,0.0,0.0,0.0,0.0,0.0,-4.0,4.0,3.25,false,false,false
6.1000000000000005,bird_1,true,false,4.0,4.0,3.4,0.0,0.0,0.2194591108473744,0.0,0.2194591108473744,4.0,4.0,3.25,true,false,true
6.1000000000000005,bird_2,false,false,50.0,50.0,3.2,0.0,0.0,0.0,0.0,0.0,4.0,-4.0,3.25,false,false,false
6.1000000000000005,bird_3,false,false,50.0,50.0,3.2,0.0,0.0,0.0,0.0,0.0,-4.0,-4.0,3.25,false,false,false
6.1000000000000005,bird_4,false,false,50.0,50.0,3.2,0.0,0.0,0.0,0.0,0.0,-4.0,4.0,3.25,false,false,false
6.2,bird_1,true,false,4.0,4.0,3.4,0.0,0.0,0.21952401754568948,0.0,0.21952401754568948,4.0,4.0,3.25,true,false,true
6.2,bird_2,false,false,50.0,50.0,3.2,0.0,0.0,0.0,0.0,0.0,4.0,-4.0,3.25,false,false,false
6.2,bird_3,false,false,50.0,50.0,3.2,0.0,0.0,0.0,0.0,0.0,-4.0,-4.0,3.25,false,false,false
6.2,bird_4,false,false,50.0,50.0,3.2,0.0,0.0,0.0,0.0,0.0,-4.0,4.0,3.25,false,false,false
6.300000000000001,bird_1,true,false,4.0,4.0,3.4,0.0,0.0,0.21958113544020674,0.0,0.21958113544020674,4.0,4.0,3.25,true,false,true
6.300000000000001,bird_2,false,false,50.0,50.0,3.2,0.0,0.0,0.0,0.0,0.0,4.0,-4.0,3.25,false,false,false
6.300000000000001,bird_3,false,false,50.0,50.0,3.2,0.0,0.0,0.0,0.0,0.0,-4.0,-4.0,3.25,false,false,false
6.300000000000001,bird_4,false,false,50.0,50.0,3.2,0.0,0.0,0.0,0.0,0.0,-4.0,4.0,3.25,false,false,false
