pc_stamp_sec,tracker_receive_time_sec,filter_done_time_sec,pc_age_at_receive_ms,filter_runtime_ms,pc_stamp_to_filter_done_ms,raw_points,roi_points,cluster_points,roi_ratio,cluster_ratio,tf_ok,target_ok,source,provenance,detector_mode,moving,estimated_target_speed_mps,lidar_target_x_m,lidar_target_y_m,lidar_target_z_m
47.2,47.2,47.2,0.0,0.0,0.0,80000,170,170,0.002125,1.0,True,True,lidar_cluster,lidar,lidar,True,0.5580222656776902,3.998322613528742,-3.4417330387862144,3.5863216741359354
47.3,47.400000000000006,47.400000000000006,100.00000000000853,0.0,100.00000000000853,80000,112,112,0.0014,1.0,True,True,lidar_cluster,lidar,lidar,True,0.6479351287862145,4.036006494371952,-3.432179145516475,3.529368286869529
47.5,47.5,47.5,0.0,0.0,0.0,80000,162,162,0.002025,1.0,True,True,lidar_cluster,lidar,lidar,True,0.7714097746429898,4.057618546051578,-3.440454709459215,3.5572229630082517
47.6,47.7,47.7,100.00000000000142,0.0,100.00000000000142,80000,122,122,0.001525,1.0,True,True,lidar_cluster,lidar,lidar,True,0.43626361887483733,4.083208121638682,-3.4349458961727217,3.504504351760997
47.8,47.800000000000004,47.800000000000004,7.105427357601002e-12,0.0,7.105427357601002e-12,80000,148,148,0.00185,1.0,True,True,lidar_cluster,lidar,lidar,True,0.8197471400575225,4.1075296825591,-3.4313060458099107,3.541498808293825
47.9,48.0,48.0,100.00000000000142,0.0,100.00000000000142,80000,130,130,0.001625,1.0,True,True,lidar_cluster,lidar,lidar,True,0.3200498823026437,4.121731094736589,-3.418380302893233,3.50764936598054
48.1,48.1,48.1,0.0,0.0,0.0,80000,122,122,0.001525,1.0,True,True,lidar_cluster,lidar,lidar,True,0.36650151529542174,4.130087776168544,-3.4255257140141744,3.552197608035097
48.2,48.300000000000004,48.300000000000004,100.00000000000142,0.0,100.00000000000142,80000,142,142,0.001775,1.0,True,True,lidar_cluster,lidar,lidar,True,0.07703417139353907,4.134563883021611,-3.4243734049132124,3.531372277745578
48.4,48.400000000000006,48.400000000000006,7.105427357601002e-12,0.0,7.105427357601002e-12,80000,128,128,0.0016,1.0,True,True,lidar_cluster,lidar,lidar,True,0.31821244977072266,4.1369788586267155,-3.4336092665241793,3.5691651541108316
48.5,48.6,48.6,100.00000000000142,0.0,100.00000000000142,80000,146,146,0.001825,1.0,True,True,lidar_cluster,lidar,lidar,True,0.0756489696074653,4.141264749711196,-3.4321149113516762,3.5625853975483155
48.7,48.7,48.7,0.0,0.0,0.0,80000,132,132,0.00165,1.0,True,True,lidar_cluster,lidar,lidar,True,0.25514766581771847,4.135584278298309,-3.4372454612990393,3.5736838019275137
48.8,48.900000000000006,48.900000000000006,100.00000000000853,0.0,100.00000000000853,80000,156,156,0.00195,1.0,True,True,lidar_cluster,lidar,lidar,True,0.085217887653796,4.134263043238796,-3.432306042702509,3.5582674560603937
49.0,49.0,49.0,0.0,0.0,0.0,80000,114,114,0.001425,1.0,True,True,lidar_cluster,lidar,lidar,True,0.24440848574819357,4.137487531732569,-3.438891225393116,3.5543367146550846
49.1,49.2,49.2,100.00000000000142,0.0,100.00000000000142,80000,160,160,0.002,1.0,True,True,lidar_cluster,lidar,lidar,True,0.14878609510399732,4.128834645123261,-3.436695356345764,3.5363043178722644
49.3,49.300000000000004,49.300000000000004,7.105427357601002e-12,0.0,7.105427357601002e-12,80000,136,136,0.0017,1.0,True,True,lidar_cluster,lidar,lidar,True,0.34138595930393884,4.119297861727309,-3.43296176580212,3.527548110511784
49.4,49.5,49.5,100.00000000000142,0.0,100.00000000000142,80000,130,130,0.001625,1.0,True,True,lidar_cluster,lidar,lidar,True,0.09338991968909649,4.124488507731136,-3.430851023842221,3.535081614554519
49.6,49.6,49.6,0.0,0.0,0.0,80000,140,140,0.00175,1.0,True,True,lidar_cluster,lidar,lidar,True,0.3024981640090954,4.133230173223623,-3.4332878065004495,3.5266548844116885
49.7,49.800000000000004,49.800000000000004,100.00000000000142,0.0,100.00000000000142,80000,142,142,0.001775,1.0,True,True,lidar_cluster,lidar,lidar,True,0.12799368612084705,4.137963409765182,-3.427240240617043,3.5205177591486567
49.9,49.900000000000006,49.900000000000006,7.105427357601002e-12,0.0,7.105427357601002e-12,80000,136,136,0.0017,1.0,True,True,lidar_cluster,lidar,lidar,True,0.6275772512083635,4.11913684338473,-3.427072062338774,3.5192886232425886
50.0,50.1,50.1,100.00000000000142,0.0,100.00000000000142,80000,138,138,0.001725,1.0,True,True,lidar_cluster,lidar,lidar,True,0.2094249795645709,4.106614670276923,-3.426029498146817,3.509456851858291
50.3,50.400000000000006,50.400000000000006,100.00000000000853,0.0,100.00000000000853,80000,160,160,0.002,1.0,True,True,lidar_cluster,lidar,lidar,True,0.04229113027960609,4.104498871565992,-3.429193446216471,3.519499720690323
50.5,50.5,50.5,0.0,0.0,0.0,80000,120,120,0.0015,1.0,True,True,lidar_cluster,lidar,lidar,True,0.12155995525784778,4.107942405135911,-3.430393953193918,3.542906915493897
50.6,50.7,50.7,100.00000000000142,0.0,100.00000000000142,80000,144,144,0.0018,1.0,True,True,lidar_cluster,lidar,lidar,True,0.10430703236836428,4.101983945720612,-3.432308269416912,3.556023385169145
50.8,50.900000000000006,50.900000000000006,100.00000000000853,0.0,100.00000000000853,80000,116,116,0.00145,1.0,True,True,lidar_cluster,lidar,lidar,True,0.057505093337679565,4.105064367529456,-3.4338624927646917,3.566879514738032
50.9,51.0,51.0,100.00000000000142,0.0,100.00000000000142,80000,138,138,0.001725,1.0,True,True,lidar_cluster,lidar,lidar,True,0.250869184000963,4.097616059021535,-3.4349416188481445,3.5791246419939675
51.1,51.2,51.2,100.00000000000142,0.0,100.00000000000142,80000,122,122,0.001525,1.0,True,True,lidar_cluster,lidar,lidar,True,0.19684828641533045,4.08601637877083,-3.4371652893260185,3.5425737004828908
51.4,51.5,51.5,100.00000000000142,0.0,100.00000000000142,80000,132,132,0.00165,1.0,True,True,lidar_cluster,lidar,lidar,True,0.0537350674988381,4.081236336571972,-3.436430713150332,3.527782562238551
52.2,52.2,52.2,0.0,0.0,0.0,80000,156,156,0.00195,1.0,True,True,lidar_cluster,lidar,lidar,True,0.05386428861773679,4.091950240351995,-3.4328027230957403,3.5115465557744896
52.3,52.400000000000006,52.400000000000006,100.00000000000853,0.0,100.00000000000853,80000,120,120,0.0015,1.0,True,True,lidar_cluster,lidar,lidar,True,0.3860616943971576,4.1150415738599895,-3.434632310916392,3.5475386790073933
52.5,52.5,52.5,0.0,0.0,0.0,80000,156,156,0.00195,1.0,True,True,lidar_cluster,lidar,lidar,True,0.03230659475078677,4.114667177423835,-3.4355262749909192,3.5626451821128553
52.6,52.7,52.7,100.00000000000142,0.0,100.00000000000142,80000,126,126,0.001575,1.0,True,True,lidar_cluster,lidar,lidar,True,0.18534928513010998,4.125698100004271,-3.4369385193104636,3.5264311857459854
52.8,52.800000000000004,52.800000000000004,7.105427357601002e-12,0.0,7.105427357601002e-12,80000,148,148,0.00185,1.0,True,True,lidar_cluster,lidar,lidar,True,0.0699523546071872,4.127673208632846,-3.4376477052021106,3.544290435669153
52.9,53.0,53.0,100.00000000000142,0.0,100.00000000000142,80000,114,114,0.001425,1.0,True,True,lidar_cluster,lidar,lidar,True,0.13399140940853638,4.1356772826617645,-3.438401436588359,3.5031662810864947
53.1,53.1,53.1,0.0,0.0,0.0,80000,154,154,0.001925,1.0,True,True,lidar_cluster,lidar,lidar,True,0.48523449988238976,4.122113186968992,-3.4436856182587627,3.5270352853653537
53.5,53.6,53.6,100.00000000000142,0.0,100.00000000000142,80000,118,118,0.001475,1.0,True,True,lidar_cluster,lidar,lidar,True,0.05956014394742487,4.1202497505477105,-3.434948093064968,3.4952867999779875
54.1,54.2,54.2,100.00000000000142,0.0,100.00000000000142,80000,114,114,0.001425,1.0,True,True,lidar_cluster,lidar,lidar,True,0.08423076292558877,4.117593412070493,-3.4498751182207226,3.5837546606937236
54.3,54.400000000000006,54.400000000000006,100.00000000000853,0.0,100.00000000000853,80000,170,170,0.002125,1.0,True,True,lidar_cluster,lidar,lidar,True,0.16661071803045469,4.124468999736764,-3.4426184545831497,3.552657342570808
54.7,54.800000000000004,54.800000000000004,100.00000000000142,0.0,100.00000000000142,80000,156,156,0.00195,1.0,True,True,lidar_cluster,lidar,lidar,True,0.10330899127974022,4.119086079615549,-3.453785895541115,3.580987349076191
54.9,54.900000000000006,54.900000000000006,7.105427357601002e-12,0.0,7.105427357601002e-12,80000,120,120,0.0015,1.0,True,True,lidar_cluster,lidar,lidar,True,0.18931956718049958,4.121473256394622,-3.4486323437861475,3.512661492136005
55.0,55.1,55.1,100.00000000000142,0.0,100.00000000000142,80000,156,156,0.00195,1.0,True,True,lidar_cluster,lidar,lidar,True,0.09493751048660301,4.120488578681413,-3.4542428411822548,3.5235196472854042
55.2,55.2,55.2,0.0,0.0,0.0,80000,126,126,0.001575,1.0,True,True,lidar_cluster,lidar,lidar,True,0.4670520360044835,4.106990280874648,-3.4504852089194813,3.486728303530785
55.3,55.400000000000006,55.400000000000006,100.00000000000853,0.0,100.00000000000853,80000,154,154,0.001925,1.0,True,True,lidar_cluster,lidar,lidar,True,0.05026895764168612,4.106801622226038,-3.4534954403197027,3.4857282073546725
55.6,55.7,55.7,100.00000000000142,0.0,100.00000000000142,80000,84,84,0.00105,1.0,True,True,lidar_cluster,lidar,lidar,True,0.6986850199820068,4.168873164298484,-3.463556543521703,3.5447453075386464
56.2,56.300000000000004,56.300000000000004,100.00000000000142,0.0,100.00000000000142,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,True,0.6986850199820068,,,
56.6,56.7,56.7,100.00000000000142,0.0,100.00000000000142,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,True,0.6986850199820068,,,
56.8,56.800000000000004,56.800000000000004,7.105427357601002e-12,0.0,7.105427357601002e-12,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,True,0.6986850199820068,,,
57.2,57.300000000000004,57.300000000000004,100.00000000000142,0.0,100.00000000000142,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,True,0.6986850199820068,,,
57.4,57.400000000000006,57.400000000000006,7.105427357601002e-12,0.0,7.105427357601002e-12,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,True,0.6986850199820068,,,
57.5,57.6,57.6,100.00000000000142,0.0,100.00000000000142,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,True,0.6986850199820068,,,
57.7,57.7,57.7,0.0,0.0,0.0,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,True,0.6986850199820068,,,
57.9,58.00000000000001,58.00000000000001,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
58.1,58.1,58.1,0.0,0.0,0.0,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
58.4,58.400000000000006,58.400000000000006,7.105427357601002e-12,0.0,7.105427357601002e-12,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
58.7,58.7,58.7,0.0,0.0,0.0,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
58.8,58.900000000000006,58.900000000000006,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
59.0,59.00000000000001,59.00000000000001,7.105427357601002e-12,0.0,7.105427357601002e-12,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
59.6,59.6,59.6,0.0,0.0,0.0,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
59.9,59.900000000000006,59.900000000000006,7.105427357601002e-12,0.0,7.105427357601002e-12,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
60.2,60.2,60.2,0.0,0.0,0.0,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
60.3,60.400000000000006,60.400000000000006,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
60.5,60.50000000000001,60.50000000000001,7.105427357601002e-12,0.0,7.105427357601002e-12,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
60.6,60.7,60.7,100.00000000000142,0.0,100.00000000000142,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
60.8,60.800000000000004,60.800000000000004,7.105427357601002e-12,0.0,7.105427357601002e-12,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
60.9,61.00000000000001,61.00000000000001,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
61.0,61.1,61.1,100.00000000000142,0.0,100.00000000000142,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
61.2,61.300000000000004,61.300000000000004,100.00000000000142,0.0,100.00000000000142,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
61.3,61.400000000000006,61.400000000000006,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
61.8,61.800000000000004,61.800000000000004,7.105427357601002e-12,0.0,7.105427357601002e-12,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
61.9,62.00000000000001,62.00000000000001,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
62.1,62.1,62.1,0.0,0.0,0.0,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
62.2,62.300000000000004,62.300000000000004,100.00000000000142,0.0,100.00000000000142,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
62.4,62.400000000000006,62.400000000000006,7.105427357601002e-12,0.0,7.105427357601002e-12,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
62.5,62.6,62.6,100.00000000000142,0.0,100.00000000000142,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
63.0,63.00000000000001,63.00000000000001,7.105427357601002e-12,0.0,7.105427357601002e-12,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
63.1,63.2,63.2,100.00000000000142,0.0,100.00000000000142,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
63.4,63.50000000000001,63.50000000000001,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
63.6,63.6,63.6,0.0,0.0,0.0,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
63.7,63.7,63.7,0.0,0.0,0.0,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
63.8,63.900000000000006,63.900000000000006,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
64.0,64.10000000000001,64.10000000000001,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
64.3,64.3,64.3,0.0,0.0,0.0,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
64.9,64.9,64.9,0.0,0.0,0.0,80000,2,0,2.5e-05,0.0,False,False,none,lidar,lidar,False,0.0,,,
65.2,65.2,65.2,0.0,0.0,0.0,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
65.3,65.4,65.4,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
65.4,65.5,65.5,99.99999999999432,0.0,99.99999999999432,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
65.6,65.7,65.7,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
66.2,66.2,66.2,0.0,0.0,0.0,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
66.3,66.4,66.4,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
66.6,66.7,66.7,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
67.1,67.10000000000001,67.10000000000001,1.4210854715202004e-11,0.0,1.4210854715202004e-11,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
67.2,67.3,67.3,99.99999999999432,0.0,99.99999999999432,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
67.4,67.4,67.4,0.0,0.0,0.0,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
67.8,67.9,67.9,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
68.0,68.0,68.0,0.0,0.0,0.0,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
68.1,68.2,68.2,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
68.3,68.3,68.3,0.0,0.0,0.0,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
68.4,68.5,68.5,99.99999999999432,0.0,99.99999999999432,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
68.6,68.60000000000001,68.60000000000001,1.4210854715202004e-11,0.0,1.4210854715202004e-11,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
68.7,68.80000000000001,68.80000000000001,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
69.0,69.10000000000001,69.10000000000001,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
69.3,69.4,69.4,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
69.6,69.7,69.7,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
69.8,69.80000000000001,69.80000000000001,1.4210854715202004e-11,0.0,1.4210854715202004e-11,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
69.9,70.0,70.0,99.99999999999432,0.0,99.99999999999432,80000,2,0,2.5e-05,0.0,False,False,none,lidar,lidar,False,0.0,,,
70.1,70.10000000000001,70.10000000000001,1.4210854715202004e-11,0.0,1.4210854715202004e-11,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
70.2,70.30000000000001,70.30000000000001,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
70.4,70.5,70.5,99.99999999999432,0.0,99.99999999999432,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
70.6,70.60000000000001,70.60000000000001,1.4210854715202004e-11,0.0,1.4210854715202004e-11,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
70.7,70.80000000000001,70.80000000000001,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
70.9,70.9,70.9,0.0,0.0,0.0,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
71.0,71.10000000000001,71.10000000000001,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
71.2,71.30000000000001,71.30000000000001,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
71.4,71.4,71.4,0.0,0.0,0.0,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
71.5,71.60000000000001,71.60000000000001,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
71.8,71.9,71.9,100.00000000000853,0.0,100.00000000000853,80000,52,52,0.00065,1.0,True,False,outside_forbidden_zone,lidar,lidar,False,0.0,4.017168339861574,-9.649150344390257,3.23239617500925
72.1,72.2,72.2,100.00000000000853,0.0,100.00000000000853,80000,96,96,0.0012,1.0,True,False,outside_forbidden_zone,lidar,lidar,False,0.0,4.031309083019498,-10.486755551400016,3.429027499663671
72.4,72.5,72.5,99.99999999999432,0.0,99.99999999999432,80000,82,82,0.001025,1.0,True,False,outside_forbidden_zone,lidar,lidar,False,0.0,4.059709680317023,-11.295410238446594,3.4713965357014045
72.6,72.7,72.7,100.00000000000853,0.0,100.00000000000853,80000,64,64,0.0008,1.0,True,False,outside_forbidden_zone,lidar,lidar,False,0.0,4.0883422782349,-11.747246556390605,3.4744606228493904
72.8,72.80000000000001,72.80000000000001,1.4210854715202004e-11,0.0,1.4210854715202004e-11,80000,32,32,0.0004,1.0,True,False,outside_forbidden_zone,lidar,lidar,False,0.0,4.194817668671475,-12.096326502917247,3.549817276745753
72.9,73.0,73.0,99.99999999999432,0.0,99.99999999999432,80000,32,32,0.0004,1.0,True,False,outside_forbidden_zone,lidar,lidar,False,0.0,4.054511110827707,-12.566535823239224,3.6231486891900286
73.1,73.10000000000001,73.10000000000001,1.4210854715202004e-11,0.0,1.4210854715202004e-11,80000,12,12,0.00015,1.0,True,False,outside_forbidden_zone,lidar,lidar,False,0.0,4.358015659087415,-13.011023301659266,3.7178274650076677
73.2,73.30000000000001,73.30000000000001,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
73.5,73.60000000000001,73.60000000000001,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
73.7,73.7,73.7,0.0,0.0,0.0,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
74.0,74.0,74.0,0.0,0.0,0.0,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
74.1,74.2,74.2,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
74.2,74.30000000000001,74.30000000000001,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
74.4,74.5,74.5,99.99999999999432,0.0,99.99999999999432,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
74.5,74.60000000000001,74.60000000000001,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
74.7,74.80000000000001,74.80000000000001,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
74.9,74.9,74.9,0.0,0.0,0.0,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
75.0,75.10000000000001,75.10000000000001,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
75.2,75.2,75.2,0.0,0.0,0.0,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
75.3,75.4,75.4,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
75.5,75.5,75.5,0.0,0.0,0.0,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
75.6,75.7,75.7,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
75.8,75.80000000000001,75.80000000000001,1.4210854715202004e-11,0.0,1.4210854715202004e-11,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
76.1,76.10000000000001,76.10000000000001,1.4210854715202004e-11,0.0,1.4210854715202004e-11,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
76.2,76.30000000000001,76.30000000000001,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
76.5,76.60000000000001,76.60000000000001,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
76.8,76.9,76.9,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
77.1,77.2,77.2,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
77.3,77.4,77.4,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
77.4,77.5,77.5,99.99999999999432,0.0,99.99999999999432,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
77.8,77.80000000000001,77.80000000000001,1.4210854715202004e-11,0.0,1.4210854715202004e-11,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
78.2,78.30000000000001,78.30000000000001,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
78.3,78.4,78.4,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
78.5,78.60000000000001,78.60000000000001,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
78.7,78.7,78.7,0.0,0.0,0.0,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
78.8,78.9,78.9,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
79.0,79.0,79.0,0.0,0.0,0.0,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
79.3,79.30000000000001,79.30000000000001,1.4210854715202004e-11,0.0,1.4210854715202004e-11,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
79.4,79.5,79.5,99.99999999999432,0.0,99.99999999999432,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
79.6,79.60000000000001,79.60000000000001,1.4210854715202004e-11,0.0,1.4210854715202004e-11,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
80.0,80.10000000000001,80.10000000000001,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
80.3,80.4,80.4,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
80.6,80.7,80.7,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
80.9,81.0,81.0,99.99999999999432,0.0,99.99999999999432,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
81.1,81.10000000000001,81.10000000000001,1.4210854715202004e-11,0.0,1.4210854715202004e-11,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
81.2,81.30000000000001,81.30000000000001,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
81.7,81.7,81.7,0.0,0.0,0.0,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
81.8,81.9,81.9,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
81.9,82.0,82.0,99.99999999999432,0.0,99.99999999999432,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
82.1,82.2,82.2,100.00000000000853,0.0,100.00000000000853,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
82.4,82.5,82.5,99.99999999999432,0.0,99.99999999999432,80000,0,0,0.0,0.0,False,False,none,lidar,lidar,False,0.0,,,
