topic,count,duration_sec,hz,last_stamp
/bird/nearest_pose,417,41.60000000000001,10.02403846153846,42.9
/mid360_PointCloud2,180,41.2,4.368932038834951,42.7
/odom,4169,42.900000000000006,97.17948717948717,42.997
/pt_camera/camera_info,1370,41.60000000000001,32.9326923076923,42.989
/pt_camera/image_raw,1282,41.60000000000001,30.817307692307686,42.989
/waver/elevated_dynamic_targets,258,29.1,8.865979381443298,42.8
/waver/lidar_tracking_state,796,41.60000000000001,19.13461538461538,42.900000000000006
