time_sec,trial_id,goal_x,goal_y,goal_yaw,robot_x,robot_y,robot_yaw,target_error_m,nav_state,nav_success
1.9000000000000001,1,4.0,0.0,0.0,1.8205026806102402e-20,4.370043756696918e-24,1.6407368029958414e-24,4.0,IDLE_NO_GOAL,False
1.9000000000000001,1,4.0,0.0,0.0,1.8205026806102402e-20,4.370043756696918e-24,1.6407368029958414e-24,4.0,IDLE_NO_GOAL,False
1.9000000000000001,1,4.0,0.0,0.0,1.8205026806102402e-20,4.370043756696918e-24,1.6407368029958414e-24,4.0,GOAL_RECEIVED frame=odom x=4.000 y=0.000,False
2.0,1,4.0,0.0,0.0,-2.493094562382343e-19,1.761188619473493e-23,1.4403693186252289e-24,4.0,TRACKING distance=4.000 heading_error=0.000 linear=0.035 angular=0.000 ,False
2.0,1,4.0,0.0,0.0,-2.493094562382343e-19,1.761188619473493e-23,1.4403693186252289e-24,4.0,TRACKING distance=4.000 heading_error=0.000 linear=0.052 angular=0.000 ,False
2.1,1,4.0,0.0,0.0,1.3476679122508813e-05,3.6134498233875747e-06,-4.1539039884302814e-05,3.9999865233225096,TRACKING distance=4.000 heading_error=0.000 linear=0.087 angular=0.000 ,False
2.1,1,4.0,0.0,0.0,1.3476679122508813e-05,3.6134498233875747e-06,-4.1539039884302814e-05,3.9999865233225096,TRACKING distance=4.000 heading_error=0.000 linear=0.105 angular=0.000 ,False
2.2,1,4.0,0.0,0.0,1.4484621489324987e-05,3.641042656604987e-06,-6.30335344714692e-05,3.999985515380168,TRACKING distance=4.000 heading_error=0.000 linear=0.140 angular=0.000 ,False
2.2,1,4.0,0.0,0.0,1.4484621489324987e-05,3.641042656604987e-06,-6.30335344714692e-05,3.999985515380168,TRACKING distance=4.000 heading_error=0.000 linear=0.158 angular=0.000 ,False
2.3000000000000003,1,4.0,0.0,0.0,0.007102276694996692,3.2539164174721692e-06,-5.791025119121263e-05,3.992897723306329,TRACKING distance=3.993 heading_error=0.000 linear=0.193 angular=0.000 ,False
2.3000000000000003,1,4.0,0.0,0.0,0.007102276694996692,3.2539164174721692e-06,-5.791025119121263e-05,3.992897723306329,TRACKING distance=3.993 heading_error=0.000 linear=0.210 angular=0.000 ,False
2.4000000000000004,1,4.0,0.0,0.0,0.026914014827472604,4.792955693311683e-06,-7.767296795787017e-05,3.9730859851754183,TRACKING distance=3.973 heading_error=0.000 linear=0.245 angular=0.000 ,False
2.4000000000000004,1,4.0,0.0,0.0,0.029431239412716893,2.141029924968295e-06,-7.485086786920004e-05,3.9705687605878603,TRACKING distance=3.973 heading_error=0.000 linear=0.263 angular=0.000 ,False
2.5,1,4.0,0.0,0.0,0.05208583932471042,2.2946754321791547e-06,-7.048135437068707e-05,3.9479141606759565,TRACKING distance=3.948 heading_error=0.000 linear=0.297 angular=0.000 ,False
2.5,1,4.0,0.0,0.0,0.05208583932471042,2.2946754321791547e-06,-7.048135437068707e-05,3.9479141606759565,TRACKING distance=3.948 heading_error=0.000 linear=0.315 angular=0.000 ,False
2.6,1,4.0,0.0,0.0,0.08236185372378903,4.558673572635568e-07,-6.318092834980443e-05,3.9176381462762375,TRACKING distance=3.918 heading_error=0.000 linear=0.350 angular=0.000 ,False
