time_sec,mission_state,linear_x,angular_z,nonzero_cmd,time_since_first_lidar_target_ok_ms,time_since_active_nav_goal_ms
1.5,UNKNOWN,0.0,0.0,false,,
1.5,IDLE mode=AUTO nav_goal=NONE,0.0,0.0,false,,
1.6,PATROL_NAVIGATING mode=AUTO nav_goal=PATROL,0.0,0.0,false,,
1.6,PATROL_NAVIGATING mode=AUTO nav_goal=PATROL,0.0,0.0,false,,
1.7000000000000002,PATROL_NAVIGATING mode=AUTO nav_goal=PATROL,0.0,0.0,false,,
1.7000000000000002,PATROL_NAVIGATING mode=AUTO nav_goal=PATROL,0.0,0.0,false,,
1.8,PATROL_NAVIGATING mode=AUTO nav_goal=PATROL,0.05250000000000003,0.0,true,,
1.8,PATROL_NAVIGATING mode=AUTO nav_goal=PATROL,0.05250000000000003,0.0,true,,
1.9000000000000001,PATROL_NAVIGATING mode=AUTO nav_goal=PATROL,0.10500000000000007,5.919351560859098e-05,true,199.99999999999994,
1.9000000000000001,PATROL_NAVIGATING mode=AUTO nav_goal=PATROL,0.10500000000000007,5.919351560859098e-05,true,199.99999999999994,
2.0,PATROL_NAVIGATING mode=AUTO nav_goal=PATROL,0.1575,7.467338777829013e-05,true,299.99999999999983,
2.0,PATROL_NAVIGATING mode=AUTO nav_goal=PATROL,0.1575,7.467338777829013e-05,true,299.99999999999983,
2.1,PATROL_NAVIGATING mode=AUTO nav_goal=PATROL,0.21000000000000002,7.268011902130666e-05,true,399.9999999999999,
2.1,PATROL_NAVIGATING mode=AUTO nav_goal=PATROL,0.21000000000000002,7.268011902130666e-05,true,399.9999999999999,
2.2,PATROL_NAVIGATING mode=AUTO nav_goal=PATROL,0.23999999463558197,7.469416153327302e-05,true,500.0,
2.2,PATROL_NAVIGATING mode=AUTO nav_goal=PATROL,0.23999999463558197,7.469416153327302e-05,true,500.0,
2.3000000000000003,PATROL_NAVIGATING mode=AUTO nav_goal=PATROL,0.23999999463558197,8.377616239236829e-05,true,600.0000000000001,100.00000000000009
2.3000000000000003,PATROL_NAVIGATING mode=AUTO nav_goal=PATROL,0.23999999463558197,8.377616239236829e-05,true,600.0000000000001,100.00000000000009
2.4000000000000004,PATROL_NAVIGATING mode=AUTO nav_goal=PATROL,0.23999999463558197,8.993418517952988e-05,true,700.0000000000002,200.00000000000017
2.4000000000000004,PATROL_NAVIGATING mode=AUTO nav_goal=PATROL,0.23999999463558197,8.993418517952988e-05,true,700.0000000000002,200.00000000000017
2.5,APPROACH_TARGET_OFFSET mode=AUTO nav_goal=TARGET_INSPECTION,0.23999999463558197,0.12008993418517952,true,799.9999999999998,299.99999999999983
2.5,APPROACH_TARGET_OFFSET mode=AUTO nav_goal=TARGET_INSPECTION,0.23999999463558197,0.24008993418517952,true,799.9999999999998,299.99999999999983
2.6,APPROACH_TARGET_OFFSET mode=AUTO nav_goal=TARGET_INSPECTION,0.19250000000000006,0.3499999940395355,true,899.9999999999999,399.9999999999999
2.6,APPROACH_TARGET_OFFSET mode=AUTO nav_goal=TARGET_INSPECTION,0.19250000000000006,0.3499999940395355,true,899.9999999999999,399.9999999999999
2.7,APPROACH_TARGET_OFFSET mode=AUTO nav_goal=TARGET_INSPECTION,0.14000000000000004,0.3499999940395355,true,1000.0,500.0
