trial_id,first_pointcloud_time_sec,first_lidar_filter_done_time_sec,first_lidar_target_ok_time_sec,first_dynamic_lock_true_time_sec,first_object_mission_goal_time_sec,first_active_nav_goal_time_sec,first_active_target_nav_goal_time_sec,first_approach_state_time_sec,first_nonzero_cmd_vel_time_sec,first_nonzero_cmd_after_target_goal_time_sec,first_odom_motion_after_target_goal_time_sec,pointcloud_to_lidar_target_ok_ms,lidar_target_ok_to_dynamic_lock_ms,dynamic_lock_to_object_mission_goal_ms,object_mission_goal_to_active_nav_goal_ms,object_mission_goal_to_active_target_nav_goal_ms,active_nav_goal_to_approach_state_ms,active_nav_goal_to_first_cmd_vel_ms,active_target_nav_goal_to_cmd_vel_ms,active_target_nav_goal_to_odom_motion_ms,lidar_target_ok_to_first_cmd_vel_ms,lidar_target_ok_to_first_target_cmd_vel_ms,pointcloud_to_object_mission_goal_ms
codex_spatial_lidar_2bird_20260608_221047_seed530,1.6,1.7000000000000002,1.7000000000000002,2.1,2.1,2.2,18.0,2.4000000000000004,46.300000000000004,46.300000000000004,21.700000000000003,100.00000000000009,399.9999999999999,0.0,100.00000000000009,15900.0,200.00000000000017,44100.0,28300.000000000004,3700.0000000000027,44600.0,44600.0,500.0
