time_sec,bird_name,released,active,hidden,state,removed,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,speed_xy_mps,speed_3d_mps,target_x_m,target_y_m,target_z_m,nearest,fleeing,inside_lidar_area
1.5,bird_1,true,false,false,,false,4.0,4.0,3.202112,0.0,0.0,0.026400000000000003,0.0,0.026400000000000003,4.0,4.0,3.25,true,false,true
1.5,bird_2,false,false,false,,false,50.0,50.0,3.2,0.0,0.0,0.0,0.0,0.0,4.0,-4.0,3.25,false,false,false
1.6,bird_1,true,false,false,,false,4.0,4.0,3.2084321599999885,0.0,0.0,0.049632,0.0,0.049632,4.0,4.0,3.25,true,false,true
1.6,bird_2,false,false,false,,false,50.0,50.0,3.2,0.0,0.0,0.0,0.0,0.0,4.0,-4.0,3.25,false,false,false
1.7000000000000002,bird_1,true,false,false,,false,4.0,4.0,3.218753292799996,0.0,0.0,0.07007616,0.0,0.07007616,4.0,4.0,3.25,true,false,true
1.7000000000000002,bird_2,false,false,false,,false,50.0,50.0,3.2,0.0,0.0,0.0,0.0,0.0,4.0,-4.0,3.25,false,false,false
1.8,bird_1,true,false,false,,false,4.0,4.0,3.2328062704640055,0.0,0.0,0.0880670208,0.0,0.0880670208,4.0,4.0,3.25,true,false,true
1.8,bird_2,false,false,false,,false,50.0,50.0,3.2,0.0,0.0,0.0,0.0,0.0,4.0,-4.0,3.25,false,false,false
1.9000000000000001,bird_1,true,false,false,,false,4.0,4.0,3.2495726227251147,0.0,0.0,0.103898978304,0.0,0.103898978304,4.0,4.0,3.25,true,false,true
1.9000000000000001,bird_2,false,false,false,,false,50.0,50.0,3.2,0.0,0.0,0.0,0.0,0.0,4.0,-4.0,3.25,false,false,false
2.0,bird_1,true,false,false,,false,4.0,4.0,3.2687656147582906,0.0,0.0,0.11783110090752,0.0,0.11783110090752,4.0,4.0,3.25,true,false,true
2.0,bird_2,false,false,false,,false,50.0,50.0,3.2,0.0,0.0,0.0,0.0,0.0,4.0,-4.0,3.25,false,false,false
2.1,bird_1,true,false,false,,false,4.0,4.0,3.2907203721511222,0.0,0.0,0.1300913687986176,0.0,0.1300913687986176,4.0,4.0,3.25,true,false,true
2.1,bird_2,false,false,false,,false,50.0,50.0,3.2,0.0,0.0,0.0,0.0,0.0,4.0,-4.0,3.25,false,false,false
