topic,count,duration_sec,hz,last_stamp
/bird/nearest_pose,245,24.400000000000002,10.040983606557376,25.9
/mid360_PointCloud2,113,24.1,4.688796680497925,25.8
/odom,2446,25.900000000000002,94.44015444015443,25.995
/pt_camera/camera_info,804,24.400000000000002,32.950819672131146,25.977
/pt_camera/image_raw,756,24.400000000000002,30.983606557377048,25.977
/waver/elevated_dynamic_targets,367,24.400000000000002,15.040983606557376,25.9
/waver/lidar_tracking_state,503,24.400000000000002,20.614754098360653,25.900000000000002
