topic,count,duration_sec,hz,last_stamp
/bird/nearest_pose,499,52.00000000000001,9.596153846153845,53.9
/mid360_PointCloud2,219,51.60000000000001,4.2441860465116275,53.8
/odom,5207,52.00000000000001,100.13461538461537,53.992
/pt_camera/camera_info,1651,52.00000000000001,31.749999999999996,53.967
/pt_camera/image_raw,1543,51.900000000000006,29.730250481695567,53.967
/waver/elevated_dynamic_targets,26,3.5,7.428571428571429,12.6
/waver/lidar_tracking_state,952,52.00000000000001,18.307692307692307,53.900000000000006
