time_sec,mission_state,waver_x_m,waver_y_m,waver_z_m,waver_yaw_rad,bird_name,bird_state,bird_active,bird_hidden,bird_fleeing,bird_x_m,bird_y_m,bird_z_m,bird_speed_xy_mps,bird_speed_3d_mps,lidar_target_x_m,lidar_target_y_m,lidar_target_z_m,lidar_target_valid,lidar_target_age_sec,lidar_track_id,object_goal_x_m,object_goal_y_m,active_nav_goal_x_m,active_nav_goal_y_m,active_goal_role,robot_to_bird_xy_m,robot_to_bird_3d_m,robot_to_lidar_target_xy_m,lidar_target_to_bird_xy_m,object_goal_to_bird_xy_m,active_goal_to_bird_xy_m,object_goal_to_lidar_target_xy_m,active_goal_to_lidar_target_xy_m,robot_to_active_goal_xy_m,configured_offset_m,active_goal_standoff_error_to_bird_m,active_goal_standoff_error_to_lidar_target_m,detector_mode,lidar_provenance,dynamic_lock,cmd_vel_nonzero
1.9000000000000001,UNKNOWN,1.3969267968650826e-19,3.8163251738441098e-25,0.14955899999999997,-3.887871057083844e-24,,,false,false,false,nan,nan,nan,0.0,0.0,nan,nan,nan,false,nan,-1,nan,nan,nan,nan,UNKNOWN,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,,,lidar,,false,false
2.0,IDLE mode=AUTO nav_goal=NONE,-2.225241114925336e-19,1.5677490144636132e-23,0.09124900000000004,6.224933615469759e-24,nearest,,false,false,false,4.0,4.0,3.202112,0.0,0.0,nan,nan,nan,false,nan,-1,nan,nan,4.0,0.0,PATROL,5.656854249492381,6.455808903984767,nan,nan,nan,4.0,nan,nan,4.0,2.0,2.0,,lidar,,false,false
3.0,APPROACH_TARGET_OFFSET mode=AUTO nav_goal=TARGET_INSPECTION,0.19590127252575043,0.00013982781579797228,0.001203363917844703,0.0062887307583422425,nearest,,false,false,false,4.0,4.0,3.395627755750093,0.0,0.0,3.4200397913879312,3.4564168865132268,3.377052793520733,true,0.0,1.0,2.041817484050463,2.045186520952184,2.041817484050463,2.045186520952184,TARGET_INSPECTION,5.519968163440495,6.480136223665546,4.726618272643663,0.7948814030038245,2.7669070283689488,2.7669070283689488,1.9725789903383262,1.9725789903383262,2.7549269749083756,2.0,0.7669070283689488,-0.027421009661673823,lidar,lidar,true,true
4.0,APPROACH_TARGET_OFFSET mode=AUTO nav_goal=TARGET_INSPECTION,0.20678925304481793,0.0005552732697107937,0.001167082562666721,0.1327096305799311,nearest,,false,false,false,4.0,4.0,3.4,0.0,0.0,3.4536646110622504,3.4702447319443,3.4445005932383204,true,0.0,1.0,2.041817484050463,2.045186520952184,2.041817484050463,2.045186520952184,TARGET_INSPECTION,5.512168891914235,6.47580659791833,4.751941132857013,0.7610013148730617,2.7669070283689488,2.7669070283689488,2.0060167533616187,2.0060167533616187,2.7473342620779317,2.0,0.7669070283689488,0.006016753361618665,lidar,lidar,true,true
5.0,APPROACH_TARGET_OFFSET mode=AUTO nav_goal=TARGET_INSPECTION,0.3853662517311125,0.05906465557372546,0.0012167446676341308,0.38564997267706475,nearest,,false,false,false,4.0,4.0,3.4,0.0,0.0,3.5154696560864522,3.499771097304463,3.453463592560537,true,0.0,1.0,2.041817484050463,2.045186520952184,2.041817484050463,2.045186520952184,TARGET_INSPECTION,5.347574078315571,6.336266735215643,4.651452261404419,0.696418415368923,2.7669070283689488,2.7669070283689488,2.0706199588307674,2.0706199588307674,2.586215526437559,2.0,0.7669070283689488,0.07061995883076744,lidar,lidar,true,true
6.0,APPROACH_TARGET_OFFSET mode=AUTO nav_goal=TARGET_INSPECTION,0.7160637758439192,0.24681664858265503,0.0012284452166298051,0.6339004777906575,nearest,,false,false,false,4.0,4.0,3.4,0.0,0.0,3.557778479293976,3.6816302452890604,3.42758122726089,true,0.0,1.0,2.041817484050463,2.045186520952184,2.041817484050463,2.045186520952184,TARGET_INSPECTION,4.987045457350558,6.035086617049121,4.457946489127414,0.5449029033600871,2.7669070283689488,2.7669070283689488,2.2307141910207258,2.2307141910207258,2.23422404710669,2.0,0.7669070283689488,0.23071419102072577,lidar,lidar,true,true
7.0,APPROACH_TARGET_OFFSET mode=AUTO nav_goal=TARGET_INSPECTION,0.9912049780172273,0.506847465646156,0.001209834224686812,0.8712820824749885,nearest,,false,false,false,4.0,4.0,3.4,0.0,0.0,3.4586906639569976,4.0364053414599095,3.4485223825845446,true,0.0,1.0,2.041817484050463,2.045186520952184,2.041817484050463,2.045186520952184,TARGET_INSPECTION,4.610310413906096,5.727716534845451,4.306537403650008,0.5425321614191445,2.7669070283689488,2.7669070283689488,2.443866199095735,2.443866199095735,1.8628670609877875,2.0,0.7669070283689488,0.4438661990957349,lidar,lidar,true,true
8.0,APPROACH_TARGET_OFFSET mode=AUTO nav_goal=TARGET_INSPECTION,1.217445969798672,0.8152245720084722,0.0011654102935995147,0.9633685484511365,nearest,,false,false,false,4.0,4.0,3.4,0.0,0.0,4.139865861690759,3.598673210891758,3.4291374828074987,true,0.0,1.0,2.041817484050463,2.045186520952184,2.041817484050463,2.045186520952184,TARGET_INSPECTION,4.229113554603171,5.425631578527328,4.035854847467606,0.425000765790404,2.7669070283689488,2.7669070283689488,2.6105799912545287,2.6105799912545287,1.4806737619608188,2.0,0.7669070283689488,0.6105799912545287,lidar,lidar,true,true
9.0,APPROACH_TARGET_OFFSET mode=AUTO nav_goal=TARGET_INSPECTION,1.4333286300472194,1.1322880922320349,0.0011995575162641937,0.9775724659565456,nearest,,false,false,false,4.0,4.0,3.4,0.0,0.0,4.235640124362539,3.471885888050341,3.4383619521292337,true,0.0,1.0,2.041817484050463,2.045186520952184,2.041817484050463,2.045186520952184,TARGET_INSPECTION,3.8485807133655734,5.134531911977674,3.650570853629558,0.5782999078765011,2.7669070283689488,2.7669070283689488,2.616931191534109,2.616931191534109,1.0971062968581928,2.0,0.7669070283689488,0.6169311915341091,lidar,lidar,true,true
10.0,APPROACH_TARGET_OFFSET mode=AUTO nav_goal=TARGET_INSPECTION,1.6468998822249419,1.4510160065685263,0.0011992571292667564,0.9814218463022786,nearest,,false,false,false,4.0,4.0,3.4,0.0,0.0,4.195579180195903,3.4360915757122,3.4679969558372425,true,0.0,1.0,2.041817484050463,2.045186520952184,2.041817484050463,2.045186520952184,TARGET_INSPECTION,3.4690632111627564,4.856567311669993,3.230524907676279,0.5968617316505147,2.7669070283689488,2.7669070283689488,2.563846000667795,2.563846000667795,0.7134413167139684,2.0,0.7669070283689488,0.563846000667795,lidar,lidar,true,true
