topic,count,duration_sec,hz,last_stamp
/bird/nearest_pose,352,38.2,9.214659685863873,39.9
/mid360_PointCloud2,141,37.900000000000006,3.7203166226912923,39.8
/odom,3828,39.900000000000006,95.93984962406013,39.999
/pt_camera/camera_info,1221,38.2,31.96335078534031,39.955
/pt_camera/image_raw,1005,38.2,26.308900523560208,39.955
/waver/elevated_dynamic_targets,535,38.00000000000001,14.07894736842105,39.8
/waver/lidar_tracking_state,709,38.1,18.608923884514436,39.800000000000004
