time_sec,trial_id,goal_x,goal_y,goal_yaw,robot_x,robot_y,robot_yaw,target_error_m,nav_state,nav_success
1.5,1,nan,nan,nan,1.3969267968650826e-19,3.8163251738441098e-25,-3.887871057083844e-24,nan,IDLE_NO_GOAL,False
1.5,1,4.0,0.0,0.0,1.3969267968650826e-19,3.8163251738441098e-25,-3.887871057083844e-24,4.0,IDLE_NO_GOAL,False
1.5,1,4.0,0.0,0.0,1.3969267968650826e-19,3.8163251738441098e-25,-3.887871057083844e-24,4.0,GOAL_RECEIVED frame=odom x=4.000 y=0.000,False
1.6,1,4.0,0.0,0.0,-2.225241114925336e-19,1.5677490144636132e-23,6.224933615469759e-24,4.0,TRACKING distance=4.000 heading_error=0.000 linear=0.035 angular=0.000 ,False
1.6,1,4.0,0.0,0.0,-2.225241114925336e-19,1.5677490144636132e-23,6.224933615469759e-24,4.0,TRACKING distance=4.000 heading_error=0.000 linear=0.053 angular=0.000 ,False
1.7000000000000002,1,4.0,0.0,0.0,1.2328211728493797e-05,3.241906906896924e-06,-5.013840889863002e-05,3.9999876717895853,TRACKING distance=4.000 heading_error=0.000 linear=0.088 angular=0.000 ,False
1.7000000000000002,1,4.0,0.0,0.0,1.2328211728493797e-05,3.241906906896924e-06,-5.013840889863002e-05,3.9999876717895853,TRACKING distance=4.000 heading_error=0.000 linear=0.105 angular=0.000 ,False
1.8,1,4.0,0.0,0.0,1.4481766794768801e-05,3.6974445437183202e-06,-6.315218763107117e-05,3.999985518234914,TRACKING distance=4.000 heading_error=0.000 linear=0.140 angular=0.000 ,False
1.8,1,4.0,0.0,0.0,1.4481766794768801e-05,3.6974445437183202e-06,-6.315218763107117e-05,3.999985518234914,TRACKING distance=4.000 heading_error=0.000 linear=0.158 angular=0.000 ,False
1.9000000000000001,1,4.0,0.0,0.0,0.005731028842249463,2.3103327337922187e-06,-6.11451777582974e-05,3.994268971158419,TRACKING distance=3.994 heading_error=0.000 linear=0.193 angular=0.000 ,False
1.9000000000000001,1,4.0,0.0,0.0,0.005731028842249463,2.3103327337922187e-06,-6.11451777582974e-05,3.994268971158419,TRACKING distance=3.994 heading_error=0.000 linear=0.210 angular=0.000 ,False
2.0,1,4.0,0.0,0.0,0.019638623807350142,2.789442876442558e-06,-6.29459360239681e-05,3.980361376193627,TRACKING distance=3.980 heading_error=0.000 linear=0.245 angular=0.000 ,False
