topic,count,duration_sec,hz,last_stamp
/bird/nearest_pose,436,46.400000000000006,9.39655172413793,47.9
/mid360_PointCloud2,220,46.2,4.761904761904762,47.8
/odom,4650,47.900000000000006,97.07724425887264,47.992
/pt_camera/camera_info,1463,46.400000000000006,31.5301724137931,47.966
/pt_camera/image_raw,1432,46.400000000000006,30.86206896551724,47.966
/waver/elevated_dynamic_targets,22,2.3999999999999986,9.166666666666671,16.2
/waver/lidar_tracking_state,880,46.400000000000006,18.96551724137931,47.900000000000006
