ros_time_sec,event,detail,mission_state,mode,cmd_linear,cmd_angular,odom_x,odom_y,dynamic_lock,bird_confirmed,sound_done
0.000,mission_event,timestamp=0.000 mission_id=0 target_mission_id=0 state=IDLE event_type=STARTUP reason=mission_patrol_manager initialized waypoint_index=0,UNKNOWN,UNKNOWN,0.000,0.000,0.000,0.000,False,False,False
0.000,mission_event,timestamp=0.000 mission_id=0 target_mission_id=0 state=IDLE event_type=MODE_CHANGE reason=previous=STANDBY next=MANUAL reason=mode_cmd waypoint_index=0,UNKNOWN,MANUAL,0.000,0.000,0.000,0.000,False,False,False
1.500,mission_state,IDLE mode=MANUAL nav_goal=NONE,IDLE mode=MANUAL nav_goal=NONE,MANUAL,0.000,0.000,-0.000,0.000,False,False,False
1.500,dynamic_lock,False,IDLE mode=MANUAL nav_goal=NONE,MANUAL,0.000,0.000,-0.000,0.000,False,False,False
1.500,classification,WAITING_DYNAMIC_LOCK,IDLE mode=MANUAL nav_goal=NONE,MANUAL,0.000,0.000,-0.000,0.000,False,False,False
1.500,bird_confirmed,False,IDLE mode=MANUAL nav_goal=NONE,MANUAL,0.000,0.000,-0.000,0.000,False,False,False
1.500,sound_state,IDLE_NO_REQUEST,IDLE mode=MANUAL nav_goal=NONE,MANUAL,0.000,0.000,-0.000,0.000,False,False,False
1.500,sound_done,False,IDLE mode=MANUAL nav_goal=NONE,MANUAL,0.000,0.000,-0.000,0.000,False,False,False
1.500,classification,WAITING_DYNAMIC_LOCK,IDLE mode=MANUAL nav_goal=NONE,MANUAL,0.000,0.000,-0.000,0.000,False,False,False
1.500,bird_confirmed,False,IDLE mode=MANUAL nav_goal=NONE,MANUAL,0.000,0.000,-0.000,0.000,False,False,False
1.500,dynamic_target,count=1 x=0.00 y=-0.00 z=3.10,IDLE mode=MANUAL nav_goal=NONE,MANUAL,0.000,0.000,0.000,0.000,False,False,False
1.500,dynamic_lock,False,IDLE mode=MANUAL nav_goal=NONE,MANUAL,0.000,0.000,0.000,0.000,False,False,False
1.500,object_goal_state,REJECT source=elevated_dynamic_target mission_type=REJECTED_STATIC safety_state_blocks=MANUAL_COMMAND_TIMEOUT_STOP SCAN_DISABLED_TEST_ONLY,IDLE mode=MANUAL nav_goal=NONE,MANUAL,0.000,0.000,0.000,0.000,False,False,False
1.600,mission_state,IDLE mode=MANUAL nav_goal=NONE,IDLE mode=MANUAL nav_goal=NONE,MANUAL,0.000,0.000,-0.000,0.000,False,False,False
